file,speaker,duration,transcription,vocal channel
songs/actor_07/03-02-01-01-01-02-07.wav,07,4270937500,Kids are talking by the door,song
songs/actor_07/03-02-05-01-01-01-07.wav,07,4471125000,Kids are talking by the door,song
songs/actor_07/03-02-04-01-02-02-07.wav,07,4938270833,Dogs are sitting by the door,song
songs/actor_07/03-02-03-01-01-02-07.wav,07,4304312500,Kids are talking by the door,song
songs/actor_07/03-02-06-01-02-01-07.wav,07,4671333333,Dogs are sitting by the door,song
songs/actor_07/03-02-06-02-02-01-07.wav,07,4371041667,Dogs are sitting by the door,song
songs/actor_07/03-02-04-01-02-01-07.wav,07,5271916667,Dogs are sitting by the door,song
songs/actor_07/03-02-01-01-01-01-07.wav,07,4304291667,Kids are talking by the door,song
songs/actor_07/03-02-05-02-02-02-07.wav,07,4571229167,Dogs are sitting by the door,song
songs/actor_07/03-02-02-02-02-01-07.wav,07,4704708333,Dogs are sitting by the door,song
songs/actor_07/03-02-03-02-02-02-07.wav,07,4371041667,Dogs are sitting by the door,song
songs/actor_07/03-02-05-02-01-01-07.wav,07,4437770833,Kids are talking by the door,song
songs/actor_07/03-02-06-02-01-02-07.wav,07,4137458333,Kids are talking by the door,song
songs/actor_07/03-02-01-01-02-01-07.wav,07,4404395833,Dogs are sitting by the door,song
songs/actor_07/03-02-06-01-02-02-07.wav,07,4871520833,Dogs are sitting by the door,song
songs/actor_07/03-02-04-02-02-02-07.wav,07,4704708333,Dogs are sitting by the door,song
songs/actor_07/03-02-05-02-02-01-07.wav,07,4604604167,Dogs are sitting by the door,song
songs/actor_07/03-02-02-02-01-01-07.wav,07,4904895833,Kids are talking by the door,song
songs/actor_07/03-02-05-01-02-02-07.wav,07,4604604167,Dogs are sitting by the door,song
songs/actor_07/03-02-03-02-02-01-07.wav,07,4137458333,Dogs are sitting by the door,song
songs/actor_07/03-02-02-01-01-02-07.wav,07,4971625000,Kids are talking by the door,song
songs/actor_07/03-02-02-02-01-02-07.wav,07,4938270833,Kids are talking by the door,song
songs/actor_07/03-02-04-02-01-01-07.wav,07,4738062500,Kids are talking by the door,song
songs/actor_07/03-02-03-02-01-02-07.wav,07,4270937500,Kids are talking by the door,song
songs/actor_07/03-02-05-01-01-02-07.wav,07,4537875000,Kids are talking by the door,song
songs/actor_07/03-02-02-01-01-01-07.wav,07,4637979167,Kids are talking by the door,song
songs/actor_07/03-02-06-01-01-02-07.wav,07,4237562500,Kids are talking by the door,song
songs/actor_07/03-02-06-02-02-02-07.wav,07,4137458333,Dogs are sitting by the door,song
songs/actor_01/03-02-03-01-01-02-01.wav,01,4471125000,Kids are talking by the door,song
songs/actor_01/03-02-03-01-02-01-01.wav,01,4337666667,Dogs are sitting by the door,song
songs/actor_01/03-02-01-01-02-01-01.wav,01,4170833333,Dogs are sitting by the door,song
songs/actor_01/03-02-03-02-01-01-01.wav,01,4838166667,Kids are talking by the door,song
songs/actor_01/03-02-04-02-02-01-01.wav,01,4270937500,Dogs are sitting by the door,song
songs/actor_01/03-02-05-01-02-01-01.wav,01,4604604167,Dogs are sitting by the door,song
songs/actor_01/03-02-04-01-01-01-01.wav,01,4437770833,Kids are talking by the door,song
songs/actor_01/03-02-04-02-01-02-01.wav,01,4237562500,Kids are talking by the door,song
songs/actor_01/03-02-06-02-02-01-01.wav,01,4170833333,Dogs are sitting by the door,song
songs/actor_01/03-02-06-02-01-02-01.wav,01,4671333333,Kids are talking by the door,song
songs/actor_01/03-02-04-01-02-02-01.wav,01,4571250000,Dogs are sitting by the door,song
songs/actor_01/03-02-02-01-02-02-01.wav,01,4437770833,Dogs are sitting by the door,song
songs/actor_01/03-02-01-01-01-01-01.wav,01,4237583333,Kids are talking by the door,song
songs/actor_01/03-02-06-01-02-02-01.wav,01,4437770833,Dogs are sitting by the door,song
songs/actor_01/03-02-02-02-01-02-01.wav,01,4504499999,Kids are talking by the door,song
songs/actor_01/03-02-03-01-02-02-01.wav,01,4504499999,Dogs are sitting by the door,song
songs/actor_01/03-02-02-01-02-01-01.wav,01,4504499999,Dogs are sitting by the door,song
songs/actor_01/03-02-04-02-01-01-01.wav,01,4304291667,Kids are talking by the door,song
songs/actor_01/03-02-06-01-02-01-01.wav,01,4304291667,Dogs are sitting by the door,song
songs/actor_01/03-02-06-01-01-02-01.wav,01,4337666667,Kids are talking by the door,song
songs/actor_01/03-02-03-02-02-01-01.wav,01,4938270833,Dogs are sitting by the door,song
songs/actor_01/03-02-05-02-01-02-01.wav,01,5305312500,Kids are talking by the door,song
songs/actor_01/03-02-04-01-01-02-01.wav,01,4504499999,Kids are talking by the door,song
songs/actor_01/03-02-05-02-02-02-01.wav,01,5205208333,Dogs are sitting by the door,song
songs/actor_01/03-02-04-01-02-01-01.wav,01,4671333333,Dogs are sitting by the door,song
songs/actor_01/03-02-06-02-01-01-01.wav,01,4304291667,Kids are talking by the door,song
songs/actor_01/03-02-02-02-02-01-01.wav,01,4738062500,Dogs are sitting by the door,song
songs/actor_01/03-02-03-02-01-02-01.wav,01,4804791667,Kids are talking by the door,song
songs/actor_01/03-02-06-02-02-02-01.wav,01,4270916667,Dogs are sitting by the door,song
songs/actor_01/03-02-05-02-01-01-01.wav,01,5839166667,Kids are talking by the door,song
songs/actor_01/03-02-02-01-01-01-01.wav,01,4371041667,Kids are talking by the door,song
songs/actor_01/03-02-03-01-01-01-01.wav,01,4571229167,Kids are talking by the door,song
songs/actor_01/03-02-02-01-01-02-01.wav,01,4404416667,Kids are talking by the door,song
songs/actor_01/03-02-06-01-01-01-01.wav,01,4404416667,Kids are talking by the door,song
songs/actor_01/03-02-01-01-01-02-01.wav,01,4270916667,Kids are talking by the door,song
songs/actor_01/03-02-04-02-02-02-01.wav,01,4637958333,Dogs are sitting by the door,song
songs/actor_01/03-02-02-02-02-02-01.wav,01,4938270833,Dogs are sitting by the door,song
songs/actor_01/03-02-03-02-02-02-01.wav,01,4938270833,Dogs are sitting by the door,song
songs/actor_01/03-02-05-01-01-02-01.wav,01,4771437500,Kids are talking by the door,song
songs/actor_01/03-02-01-01-02-02-01.wav,01,4137479167,Dogs are sitting by the door,song
songs/actor_01/03-02-05-02-02-01-01.wav,01,4971645833,Dogs are sitting by the door,song
songs/actor_01/03-02-05-01-02-02-01.wav,01,4738083333,Dogs are sitting by the door,song
songs/actor_01/03-02-05-01-01-01-01.wav,01,4371020833,Kids are talking by the door,song
songs/actor_01/03-02-02-02-01-01-01.wav,01,4704687500,Kids are talking by the door,song
songs/actor_15/03-02-06-01-01-02-15.wav,15,4270937500,Kids are talking by the door,song
songs/actor_15/03-02-02-02-02-01-15.wav,15,4571229167,Dogs are sitting by the door,song
songs/actor_15/03-02-03-02-01-02-15.wav,15,4104104167,Kids are talking by the door,song
songs/actor_15/03-02-05-01-01-01-15.wav,15,4170833333,Kids are talking by the door,song
songs/actor_15/03-02-03-01-02-01-15.wav,15,4337666667,Dogs are sitting by the door,song
songs/actor_15/03-02-01-01-02-02-15.wav,15,4304312500,Dogs are sitting by the door,song
songs/actor_15/03-02-06-02-02-02-15.wav,15,4037375000,Dogs are sitting by the door,song
songs/actor_15/03-02-01-01-01-02-15.wav,15,4237562500,Kids are talking by the door,song
songs/actor_15/03-02-06-01-02-02-15.wav,15,4237562500,Dogs are sitting by the door,song
songs/actor_15/03-02-02-01-02-01-15.wav,15,4437770833,Dogs are sitting by the door,song
songs/actor_15/03-02-05-02-01-02-15.wav,15,4137458333,Kids are talking by the door,song
songs/actor_15/03-02-02-01-02-02-15.wav,15,4504499999,Dogs are sitting by the door,song
songs/actor_15/03-02-03-01-01-02-15.wav,15,4137458333,Kids are talking by the door,song
songs/actor_15/03-02-06-02-02-01-15.wav,15,3937270833,Dogs are sitting by the door,song
songs/actor_15/03-02-05-02-01-01-15.wav,15,4170833333,Kids are talking by the door,song
songs/actor_15/03-02-03-01-01-01-15.wav,15,4204187500,Kids are talking by the door,song
songs/actor_15/03-02-04-02-02-01-15.wav,15,4204187500,Dogs are sitting by the door,song
songs/actor_15/03-02-02-01-01-01-15.wav,15,4504499999,Kids are talking by the door,song
songs/actor_15/03-02-04-02-02-02-15.wav,15,4270937500,Dogs are sitting by the door,song
songs/actor_15/03-02-04-01-01-01-15.wav,15,4137458333,Kids are talking by the door,song
songs/actor_15/03-02-03-02-02-02-15.wav,15,3937270833,Dogs are sitting by the door,song
songs/actor_15/03-02-06-02-01-02-15.wav,15,4237562500,Kids are talking by the door,song
songs/actor_15/03-02-02-02-01-01-15.wav,15,4504499999,Kids are talking by the door,song
songs/actor_15/03-02-03-02-01-01-15.wav,15,4204208333,Kids are talking by the door,song
songs/actor_15/03-02-05-01-01-02-15.wav,15,3937270833,Kids are talking by the door,song
songs/actor_15/03-02-04-01-02-01-15.wav,15,4270937500,Dogs are sitting by the door,song
songs/actor_15/03-02-05-01-02-02-15.wav,15,3937270833,Dogs are sitting by the door,song
songs/actor_15/03-02-04-01-02-02-15.wav,15,4270937500,Dogs are sitting by the door,song
songs/actor_15/03-02-06-02-01-01-15.wav,15,4104104167,Kids are talking by the door,song
songs/actor_15/03-02-02-02-01-02-15.wav,15,4604604167,Kids are talking by the door,song
songs/actor_15/03-02-06-01-01-01-15.wav,15,4304291667,Kids are talking by the door,song
songs/actor_15/03-02-04-02-01-02-15.wav,15,4204208333,Kids are talking by the door,song
songs/actor_15/03-02-05-02-02-01-15.wav,15,4204208333,Dogs are sitting by the door,song
songs/actor_15/03-02-01-01-01-01-15.wav,15,4471145833,Kids are talking by the door,song
songs/actor_15/03-02-03-02-02-01-15.wav,15,4137479167,Dogs are sitting by the door,song
songs/actor_15/03-02-04-01-01-02-15.wav,15,4337666667,Kids are talking by the door,song
songs/actor_15/03-02-04-02-01-01-15.wav,15,4371020833,Kids are talking by the door,song
songs/actor_15/03-02-02-02-02-02-15.wav,15,4504499999,Dogs are sitting by the door,song
songs/actor_15/03-02-01-01-02-01-15.wav,15,4371041667,Dogs are sitting by the door,song
songs/actor_15/03-02-05-02-02-02-15.wav,15,4170833333,Dogs are sitting by the door,song
songs/actor_15/03-02-03-01-02-02-15.wav,15,4170833333,Dogs are sitting by the door,song
songs/actor_15/03-02-06-01-02-01-15.wav,15,4270937500,Dogs are sitting by the door,song
songs/actor_15/03-02-02-01-01-02-15.wav,15,4637958333,Kids are talking by the door,song
songs/actor_15/03-02-05-01-02-01-15.wav,15,4504499999,Dogs are sitting by the door,song
songs/actor_09/03-02-04-01-02-01-09.wav,09,5538875000,Dogs are sitting by the door,song
songs/actor_09/03-02-03-02-02-01-09.wav,09,4637979167,Dogs are sitting by the door,song
songs/actor_09/03-02-03-02-02-02-09.wav,09,4671333333,Dogs are sitting by the door,song
songs/actor_09/03-02-04-02-02-02-09.wav,09,4170833333,Dogs are sitting by the door,song
songs/actor_09/03-02-05-01-02-02-09.wav,09,4204187500,Dogs are sitting by the door,song
songs/actor_09/03-02-02-01-02-01-09.wav,09,4637979167,Dogs are sitting by the door,song
songs/actor_09/03-02-03-01-01-01-09.wav,09,4604604167,Kids are talking by the door,song
songs/actor_09/03-02-03-01-01-02-09.wav,09,4771416667,Kids are talking by the door,song
songs/actor_09/03-02-06-01-02-01-09.wav,09,3837166667,Dogs are sitting by the door,song
songs/actor_09/03-02-06-01-01-02-09.wav,09,3937250000,Kids are talking by the door,song
songs/actor_09/03-02-05-01-02-01-09.wav,09,4037375000,Dogs are sitting by the door,song
songs/actor_09/03-02-01-01-01-01-09.wav,09,4104104167,Kids are talking by the door,song
songs/actor_09/03-02-05-01-01-01-09.wav,09,4137458333,Kids are talking by the door,song
songs/actor_09/03-02-05-02-01-02-09.wav,09,4137479167,Kids are talking by the door,song
songs/actor_09/03-02-06-02-01-01-09.wav,09,4004000000,Kids are talking by the door,song
songs/actor_09/03-02-01-01-02-01-09.wav,09,4237562500,Dogs are sitting by the door,song
songs/actor_09/03-02-04-02-01-01-09.wav,09,4304291667,Kids are talking by the door,song
songs/actor_09/03-02-02-01-01-01-09.wav,09,5338666667,Kids are talking by the door,song
songs/actor_09/03-02-05-02-02-02-09.wav,09,4804791667,Dogs are sitting by the door,song
songs/actor_09/03-02-02-02-01-02-09.wav,09,5405416667,Kids are talking by the door,song
songs/actor_09/03-02-04-02-01-02-09.wav,09,4337666667,Kids are talking by the door,song
songs/actor_09/03-02-05-01-01-02-09.wav,09,4037375000,Kids are talking by the door,song
songs/actor_09/03-02-02-02-01-01-09.wav,09,5438770833,Kids are talking by the door,song
songs/actor_09/03-02-02-01-01-02-09.wav,09,6039354167,Kids are talking by the door,song
songs/actor_09/03-02-04-01-01-01-09.wav,09,5138479167,Kids are talking by the door,song
songs/actor_09/03-02-03-01-02-02-09.wav,09,4604604167,Dogs are sitting by the door,song
songs/actor_09/03-02-05-02-01-01-09.wav,09,4170833333,Kids are talking by the door,song
songs/actor_09/03-02-02-02-02-01-09.wav,09,5372041667,Dogs are sitting by the door,song
songs/actor_09/03-02-06-02-02-02-09.wav,09,4137458333,Dogs are sitting by the door,song
songs/actor_09/03-02-06-01-02-02-09.wav,09,3903916667,Dogs are sitting by the door,song
songs/actor_09/03-02-01-01-01-02-09.wav,09,4371020833,Kids are talking by the door,song
songs/actor_09/03-02-03-02-01-01-09.wav,09,5038354167,Kids are talking by the door,song
songs/actor_09/03-02-02-02-02-02-09.wav,09,5972645833,Dogs are sitting by the door,song
songs/actor_09/03-02-04-01-02-02-09.wav,09,5572229167,Dogs are sitting by the door,song
songs/actor_09/03-02-04-02-02-01-09.wav,09,4270937500,Dogs are sitting by the door,song
songs/actor_09/03-02-06-02-01-02-09.wav,09,3970625000,Kids are talking by the door,song
songs/actor_09/03-02-01-01-02-02-09.wav,09,4170833333,Dogs are sitting by the door,song
songs/actor_09/03-02-05-02-02-01-09.wav,09,4104104167,Dogs are sitting by the door,song
songs/actor_09/03-02-04-01-01-02-09.wav,09,6039375000,Kids are talking by the door,song
songs/actor_09/03-02-03-01-02-01-09.wav,09,4704708333,Dogs are sitting by the door,song
songs/actor_09/03-02-03-02-01-02-09.wav,09,4437770833,Kids are talking by the door,song
songs/actor_09/03-02-02-01-02-02-09.wav,09,4904895833,Dogs are sitting by the door,song
songs/actor_09/03-02-06-02-02-01-09.wav,09,4037375000,Dogs are sitting by the door,song
songs/actor_09/03-02-06-01-01-01-09.wav,09,4104104167,Kids are talking by the door,song
songs/actor_16/03-02-03-01-01-01-16.wav,16,4871541667,Kids are talking by the door,song
songs/actor_16/03-02-06-01-01-02-16.wav,16,4704708333,Kids are talking by the door,song
songs/actor_16/03-02-03-02-02-02-16.wav,16,4671333333,Dogs are sitting by the door,song
songs/actor_16/03-02-02-02-02-01-16.wav,16,5205208333,Dogs are sitting by the door,song
songs/actor_16/03-02-02-01-02-01-16.wav,16,5071729167,Dogs are sitting by the door,song
songs/actor_16/03-02-03-01-02-02-16.wav,16,4604604167,Dogs are sitting by the door,song
songs/actor_16/03-02-01-01-01-01-16.wav,16,4871520833,Kids are talking by the door,song
songs/actor_16/03-02-03-01-01-02-16.wav,16,4704687500,Kids are talking by the door,song
songs/actor_16/03-02-05-01-01-01-16.wav,16,4404395833,Kids are talking by the door,song
songs/actor_16/03-02-02-01-01-01-16.wav,16,5171833333,Kids are talking by the door,song
songs/actor_16/03-02-06-01-02-01-16.wav,16,4371041667,Dogs are sitting by the door,song
songs/actor_16/03-02-06-01-02-02-16.wav,16,4537875000,Dogs are sitting by the door,song
songs/actor_16/03-02-05-01-02-02-16.wav,16,4404395833,Dogs are sitting by the door,song
songs/actor_16/03-02-03-02-01-02-16.wav,16,4838166667,Kids are talking by the door,song
songs/actor_16/03-02-04-01-02-02-16.wav,16,4904895833,Dogs are sitting by the door,song
songs/actor_16/03-02-06-02-01-02-16.wav,16,4604604167,Kids are talking by the door,song
songs/actor_16/03-02-04-02-01-02-16.wav,16,5038354167,Kids are talking by the door,song
songs/actor_16/03-02-04-01-01-01-16.wav,16,4904895833,Kids are talking by the door,song
songs/actor_16/03-02-04-01-02-01-16.wav,16,4971625000,Dogs are sitting by the door,song
songs/actor_16/03-02-04-01-01-02-16.wav,16,5005000000,Kids are talking by the door,song
songs/actor_16/03-02-06-02-02-01-16.wav,16,4571229167,Dogs are sitting by the door,song
songs/actor_16/03-02-05-02-02-01-16.wav,16,4437770833,Dogs are sitting by the door,song
songs/actor_16/03-02-01-01-02-02-16.wav,16,4571229167,Dogs are sitting by the door,song
songs/actor_16/03-02-05-02-01-02-16.wav,16,4537875000,Kids are talking by the door,song
songs/actor_16/03-02-02-02-01-02-16.wav,16,5271937500,Kids are talking by the door,song
songs/actor_16/03-02-06-02-02-02-16.wav,16,4537854167,Dogs are sitting by the door,song
songs/actor_16/03-02-03-02-01-01-16.wav,16,4571229167,Kids are talking by the door,song
songs/actor_16/03-02-02-01-02-02-16.wav,16,5005000000,Dogs are sitting by the door,song
songs/actor_16/03-02-02-02-01-01-16.wav,16,5071750000,Kids are talking by the door,song
songs/actor_16/03-02-04-02-02-02-16.wav,16,4838166667,Dogs are sitting by the door,song
songs/actor_16/03-02-02-02-02-02-16.wav,16,5138458333,Dogs are sitting by the door,song
songs/actor_16/03-02-01-01-01-02-16.wav,16,4571250000,Kids are talking by the door,song
songs/actor_16/03-02-04-02-01-01-16.wav,16,5205208333,Kids are talking by the door,song
songs/actor_16/03-02-04-02-02-01-16.wav,16,5105104167,Dogs are sitting by the door,song
songs/actor_16/03-02-01-01-02-01-16.wav,16,4671333333,Dogs are sitting by the door,song
songs/actor_16/03-02-03-02-02-01-16.wav,16,4371041667,Dogs are sitting by the door,song
songs/actor_16/03-02-05-02-02-02-16.wav,16,4304312500,Dogs are sitting by the door,song
songs/actor_16/03-02-06-01-01-01-16.wav,16,4704687500,Kids are talking by the door,song
songs/actor_16/03-02-05-01-01-02-16.wav,16,4404395833,Kids are talking by the door,song
songs/actor_16/03-02-06-02-01-01-16.wav,16,4671333333,Kids are talking by the door,song
songs/actor_16/03-02-05-02-01-01-16.wav,16,4404395833,Kids are talking by the door,song
songs/actor_16/03-02-03-01-02-01-16.wav,16,4738062500,Dogs are sitting by the door,song
songs/actor_16/03-02-02-01-01-02-16.wav,16,4738062500,Kids are talking by the door,song
songs/actor_16/03-02-05-01-02-01-16.wav,16,4404395833,Dogs are sitting by the door,song
songs/actor_04/03-02-04-01-02-02-04.wav,04,4671333333,Dogs are sitting by the door,song
songs/actor_04/03-02-05-02-02-02-04.wav,04,4037354167,Dogs are sitting by the door,song
songs/actor_04/03-02-02-02-02-01-04.wav,04,5905895833,Dogs are sitting by the door,song
songs/actor_04/03-02-02-01-02-01-04.wav,04,4504499999,Dogs are sitting by the door,song
songs/actor_04/03-02-06-01-02-01-04.wav,04,4004000000,Dogs are sitting by the door,song
songs/actor_04/03-02-03-01-01-01-04.wav,04,4404416667,Kids are talking by the door,song
songs/actor_04/03-02-03-02-01-02-04.wav,04,4270916667,Kids are talking by the door,song
songs/actor_04/03-02-03-02-01-01-04.wav,04,4270937500,Kids are talking by the door,song
songs/actor_04/03-02-03-02-02-02-04.wav,04,4270916667,Dogs are sitting by the door,song
songs/actor_04/03-02-02-01-02-02-04.wav,04,4571229167,Dogs are sitting by the door,song
songs/actor_04/03-02-05-01-02-01-04.wav,04,4037354167,Dogs are sitting by the door,song
songs/actor_04/03-02-04-01-02-01-04.wav,04,4404416667,Dogs are sitting by the door,song
songs/actor_04/03-02-01-01-02-01-04.wav,04,4304291667,Dogs are sitting by the door,song
songs/actor_04/03-02-05-01-02-02-04.wav,04,4070729167,Dogs are sitting by the door,song
songs/actor_04/03-02-04-01-01-01-04.wav,04,4571229167,Kids are talking by the door,song
songs/actor_04/03-02-06-02-01-02-04.wav,04,4137479167,Kids are talking by the door,song
songs/actor_04/03-02-06-02-02-02-04.wav,04,3937270833,Dogs are sitting by the door,song
songs/actor_04/03-02-02-01-01-01-04.wav,04,4504499999,Kids are talking by the door,song
songs/actor_04/03-02-05-02-02-01-04.wav,04,4004000000,Dogs are sitting by the door,song
songs/actor_04/03-02-04-02-01-01-04.wav,04,4237562500,Kids are talking by the door,song
songs/actor_04/03-02-05-02-01-02-04.wav,04,4070729167,Kids are talking by the door,song
songs/actor_04/03-02-06-02-01-01-04.wav,04,4137458333,Kids are talking by the door,song
songs/actor_04/03-02-02-01-01-02-04.wav,04,4604604167,Kids are talking by the door,song
songs/actor_04/03-02-03-01-02-01-04.wav,04,4371041667,Dogs are sitting by the door,song
songs/actor_04/03-02-01-01-02-02-04.wav,04,4304312500,Dogs are sitting by the door,song
songs/actor_04/03-02-06-02-02-01-04.wav,04,4037354167,Dogs are sitting by the door,song
songs/actor_04/03-02-04-02-02-01-04.wav,04,4337666667,Dogs are sitting by the door,song
songs/actor_04/03-02-06-01-01-02-04.wav,04,4004000000,Kids are talking by the door,song
songs/actor_04/03-02-05-02-01-01-04.wav,04,4070729167,Kids are talking by the door,song
songs/actor_04/03-02-02-02-02-02-04.wav,04,4838166667,Dogs are sitting by the door,song
songs/actor_04/03-02-06-01-02-02-04.wav,04,3970625000,Dogs are sitting by the door,song
songs/actor_04/03-02-03-02-02-01-04.wav,04,4270937500,Dogs are sitting by the door,song
songs/actor_04/03-02-05-01-01-01-04.wav,04,4104104167,Kids are talking by the door,song
songs/actor_04/03-02-03-01-02-02-04.wav,04,4471145833,Dogs are sitting by the door,song
songs/actor_04/03-02-04-01-01-02-04.wav,04,4671333333,Kids are talking by the door,song
songs/actor_04/03-02-05-01-01-02-04.wav,04,4104104167,Kids are talking by the door,song
songs/actor_04/03-02-01-01-01-02-04.wav,04,4270916667,Kids are talking by the door,song
songs/actor_04/03-02-03-01-01-02-04.wav,04,4337666667,Kids are talking by the door,song
songs/actor_04/03-02-01-01-01-01-04.wav,04,4371041667,Kids are talking by the door,song
songs/actor_04/03-02-06-01-01-01-04.wav,04,4270937500,Kids are talking by the door,song
songs/actor_04/03-02-02-02-01-02-04.wav,04,5205208333,Kids are talking by the door,song
songs/actor_04/03-02-02-02-01-01-04.wav,04,5305291667,Kids are talking by the door,song
songs/actor_04/03-02-04-02-01-02-04.wav,04,4270916667,Kids are talking by the door,song
songs/actor_04/03-02-04-02-02-02-04.wav,04,4304291667,Dogs are sitting by the door,song
songs/actor_13/03-02-03-01-01-02-13.wav,13,4404395833,Kids are talking by the door,song
songs/actor_13/03-02-05-01-01-01-13.wav,13,4137458333,Kids are talking by the door,song
