file,emotion,emotion.agreement
audio/1614087657917.wav,surprise,0.6
audio/1614674030212.wav,anger,1.0
audio/1613323230795.wav,anger,0.4
audio/1614091162799.wav,anger,0.8
audio/1614073183036.wav,surprise,0.4
audio/1614191022700.wav,anger,0.4
audio/1613378369739.wav,neutral,0.4
audio/1613657779616.wav,anger,0.6
audio/1614174487599.wav,neutral,0.6
audio/1614679724243.wav,neutral,0.6
audio/1614146960471.wav,anger,1.0
audio/1613467099505.wav,surprise,0.4
audio/1614119074167.wav,anger,0.8
audio/1613823793013.wav,anger,1.0
audio/1614627054318.wav,anger,1.0
audio/1613492732663.wav,anger,0.8
audio/1613329119876.wav,anger,1.0
audio/1613338681454.wav,neutral,0.6
audio/1614279032398.wav,anger,1.0
audio/1614073168727.wav,anger,0.8
audio/1614029372844.wav,anger,0.6
audio/1614278044121.wav,anger,0.8
audio/1614279235286.wav,no_agreement,0.4
audio/1615110645711.wav,anger,1.0
audio/1614278573928.wav,anger,1.0
audio/1613214967116.wav,anger,0.8
audio/1613058177362.wav,anger,0.6
audio/1614958398821.wav,anger,0.8
audio/1613340357317.wav,anger,1.0
audio/1613467184359.wav,sadness,0.6
audio/1613592915300.wav,neutral,0.6
audio/1614550167992.wav,anger,1.0
audio/1614165906625.wav,anger,1.0
audio/1613492978533.wav,anger,1.0
audio/1616011009549.wav,neutral,0.4
audio/1613918097742.wav,anger,1.0
audio/1613338946724.wav,no_agreement,0.4
audio/1614119835380.wav,anger,1.0
audio/1616249489367.wav,neutral,0.8
audio/1613065520812.wav,anger,0.6
audio/1613918882862.wav,anger,0.8
audio/1613378594890.wav,no_agreement,0.2
audio/1614467593846.wav,anger,0.6
audio/1614550553750.wav,anger,0.8
audio/1613405943055.wav,anger,0.8
audio/1613319483509.wav,no_agreement,0.4
audio/1615737954620.wav,no_agreement,0.4
audio/1614174902112.wav,no_agreement,0.2
audio/1615737672778.wav,anger,0.6
audio/1615737612922.wav,anger,0.8
audio/1616251623359.wav,anger,1.0
audio/1616867001195.wav,neutral,0.6
audio/1613077405313.wav,anger,0.8
audio/1615123631490.wav,no_agreement,0.4
audio/1620376710398.wav,neutral,0.4
audio/1615738399029.wav,anger,0.6
audio/1614146777115.wav,anger,1.0
audio/1614687249072.wav,anger,1.0
audio/1615227130403.wav,anger,1.0
audio/1613823182817.wav,anger,0.8
audio/1613825717954.wav,anger,0.6
audio/1614358820466.wav,disgust,0.4
audio/1613493419325.wav,anger,0.6
audio/1613323632388.wav,neutral,0.8
audio/1614169762327.wav,anger,0.6
audio/1613327339416.wav,no_agreement,0.4
audio/1613378588867.wav,anger,1.0
audio/1614190646296.wav,anger,1.0
audio/1613832416024.wav,anger,0.8
audio/1613492674355.wav,anger,0.8
audio/1616245360251.wav,neutral,0.6
audio/1614278774802.wav,fear,0.4
audio/1613645585187.wav,anger,0.6
audio/1615108054483.wav,anger,0.6
audio/1619519023230.wav,anger,0.6
audio/1619253492815.wav,anger,1.0
audio/1616149501158.wav,anger,0.8
audio/1619253236501.wav,anger,0.8
audio/1613403392097.wav,anger,0.8
audio/1613338491073.wav,neutral,0.8
audio/1616269708989.wav,no_agreement,0.4
audio/1616249928538.wav,anger,0.6
audio/1614764837014.wav,anger,0.8
audio/1614514054549.wav,anger,1.0
audio/1613671581427.wav,no_agreement,0.2
audio/1614409536022.wav,neutral,0.6
audio/1613472996124.wav,no_agreement,0.4
audio/1614274015809.wav,anger,0.8
audio/1613571316798.wav,neutral,0.4
audio/1616245288146.wav,neutral,0.8
audio/1613825632528.wav,surprise,0.8
audio/1616866896784.wav,no_agreement,0.4
audio/1613823474011.wav,anger,1.0
audio/1614108085302.wav,anger,0.8
audio/1613467153731.wav,anger,0.4
audio/1614715316959.wav,no_agreement,0.4
audio/1613485410982.wav,no_agreement,0.4
audio/1613587760120.wav,anger,1.0
audio/1614082398003.wav,anger,1.0
audio/1614549794218.wav,surprise,0.8
audio/1613302950611.wav,anger,0.8
audio/1613120139096.wav,anger,1.0
audio/1614765004248.wav,anger,0.8
audio/1614451907558.wav,anger,0.8
audio/1613918910325.wav,anger,0.6
audio/1616244131730.wav,anger,0.4
audio/1614335559421.wav,surprise,0.6
audio/1615920823160.wav,anger,0.8
audio/1613645574517.wav,anger,0.6
audio/1615929647225.wav,no_agreement,0.4
audio/1614112193738.wav,no_agreement,0.4
audio/1613223420358.wav,anger,1.0
audio/1613478548613.wav,neutral,0.8
audio/1613831560354.wav,anger,1.0
audio/1613492194619.wav,anger,1.0
audio/1613919018488.wav,neutral,0.4
audio/1613339618736.wav,anger,0.6
audio/1615920815740.wav,anger,1.0
audio/1613554128688.wav,anger,0.8
audio/1614872205380.wav,anger,0.8
audio/1614174704825.wav,anger,0.4
audio/1616149864357.wav,sadness,0.6
audio/1613302872674.wav,anger,0.8
audio/1614847305315.wav,anger,0.8
audio/1613327187278.wav,anger,0.8
audio/1614767787938.wav,anger,0.8
audio/1613216043419.wav,anger,0.8
audio/1614003298895.wav,anger,0.8
audio/1614197928070.wav,anger,0.8
audio/1614602052056.wav,anger,0.8
audio/1613930670266.wav,anger,0.4
audio/1613657800256.wav,anger,0.8
audio/1614958334332.wav,no_agreement,0.4
audio/1613684886640.wav,anger,0.8
audio/1614190931294.wav,anger,0.8
audio/1614108045165.wav,anger,0.6
audio/1613414476397.wav,no_agreement,0.4
audio/1613478877620.wav,anger,0.8
audio/1613407948243.wav,anger,0.6
audio/1613378754354.wav,anger,0.6
audio/1613930068993.wav,anger,0.6
audio/1613323236923.wav,fear,0.6
audio/1613492706575.wav,anger,1.0
audio/1613493275220.wav,anger,1.0
audio/1614273992561.wav,anger,0.8
audio/1614880223382.wav,anger,1.0
audio/1613478761732.wav,anger,1.0
audio/1613825669993.wav,anger,1.0
audio/1615929665366.wav,no_agreement,0.4
audio/1614335497875.wav,anger,1.0
audio/1613467010260.wav,anger,0.8
audio/1614087998288.wav,anger,0.6
audio/1614687336661.wav,anger,0.8
audio/1613065530782.wav,anger,0.6
audio/1613478593358.wav,anger,1.0
audio/1613588533764.wav,anger,0.8
audio/1613831873214.wav,anger,0.8
audio/1615500512425.wav,anger,0.6
audio/1613317255706.wav,anger,1.0
audio/1616251647621.wav,anger,0.6
audio/1613466511598.wav,anger,1.0
audio/1616249433474.wav,surprise,0.6
audio/1614169837175.wav,anger,0.4
audio/1613310510979.wav,anger,0.6
audio/1615110519085.wav,anger,1.0
audio/1613061779246.wav,no_agreement,0.4
audio/1614409359523.wav,no_agreement,0.4
audio/1616249481268.wav,neutral,0.8
audio/1615758067151.wav,anger,0.6
audio/1613823411420.wav,anger,0.6
audio/1613830479449.wav,no_agreement,0.4
audio/1613861013157.wav,anger,0.8
audio/1615228513796.wav,anger,0.8
audio/1614206722419.wav,anger,1.0
audio/1614030611511.wav,anger,0.6
audio/1613305552622.wav,anger,0.8
audio/1613823720947.wav,anger,0.8
audio/1613405795949.wav,anger,1.0
audio/1615555216209.wav,sadness,0.6
audio/1613063101337.wav,no_agreement,0.4
audio/1613404635868.wav,anger,1.0
audio/1614348485828.wav,anger,0.6
audio/1614799189787.wav,anger,0.8
audio/1615123437487.wav,no_agreement,0.4
audio/1614249354271.wav,anger,0.8
audio/1616700754996.wav,no_agreement,0.4
audio/1614083304136.wav,anger,1.0
audio/1614847755269.wav,anger,0.6
audio/1614767755641.wav,anger,0.8
audio/1613823887874.wav,anger,0.8
audio/1616014595182.wav,anger,1.0
audio/1615736242078.wav,anger,0.8
audio/1613335022860.wav,anger,0.6
audio/1614335418979.wav,surprise,0.6
audio/1613492718212.wav,anger,1.0
audio/1613478171426.wav,anger,1.0
audio/1616269198986.wav,anger,0.6
audio/1616244164970.wav,neutral,0.6
audio/1614251183900.wav,anger,0.4
audio/1614254239140.wav,anger,0.4
audio/1614420132687.wav,no_agreement,0.4
audio/1614090988805.wav,surprise,0.6
audio/1613329159042.wav,anger,1.0
audio/1616246111241.wav,no_agreement,0.4
audio/1613325052992.wav,neutral,0.6
audio/1614550134677.wav,anger,1.0
audio/1615228731030.wav,anger,1.0
audio/1614367958474.wav,anger,1.0
audio/1614625106211.wav,sadness,0.4
audio/1614450863386.wav,anger,0.8
audio/1614450967521.wav,anger,0.8
audio/1615228188422.wav,anger,0.6
audio/1614146762097.wav,no_agreement,0.4
audio/1614274012661.wav,anger,1.0
audio/1613325226094.wav,no_agreement,0.4
audio/1613492795177.wav,anger,1.0
audio/1613339164443.wav,anger,1.0
audio/1613588563206.wav,anger,1.0
audio/1614029428827.wav,anger,1.0
audio/1613063621832.wav,anger,0.8
audio/1614119231685.wav,anger,1.0
audio/1613405790109.wav,anger,0.6
audio/1613588524370.wav,no_agreement,0.4
audio/1614112208408.wav,anger,1.0
audio/1614601412535.wav,anger,0.8
audio/1613317328533.wav,anger,0.8
audio/1613378583577.wav,surprise,0.6
audio/1616246175747.wav,anger,0.4
audio/1616244054340.wav,surprise,0.4
audio/1615228813266.wav,anger,0.8
audio/1613327364316.wav,anger,0.6
audio/1613472749946.wav,anger,1.0
audio/1615738894888.wav,anger,0.6
audio/1615104398292.wav,anger,0.6
audio/1613064061212.wav,no_agreement,0.4
audio/1613930570390.wav,surprise,0.6
audio/1613326254671.wav,neutral,0.6
audio/1613378674838.wav,neutral,0.6
audio/1614271618537.wav,anger,1.0
audio/1613824165413.wav,anger,0.6
audio/1616250015855.wav,anger,0.6
audio/1614410003865.wav,neutral,0.8
audio/1615110609153.wav,anger,1.0
audio/1614700576814.wav,anger,1.0
audio/1614174590913.wav,disgust,0.4
audio/1614153006628.wav,anger,0.6
audio/1614699910004.wav,anger,1.0
audio/1613825819911.wav,surprise,0.6
audio/1613408142222.wav,anger,1.0
audio/1614847698489.wav,anger,0.8
audio/1614274495672.wav,anger,1.0
audio/1614627021288.wav,anger,0.6
audio/1613317263835.wav,anger,1.0
audio/1614278677222.wav,anger,1.0
audio/1614191410439.wav,anger,1.0
audio/1616147229418.wav,no_agreement,0.4
audio/1619253218813.wav,anger,0.8
audio/1613684911882.wav,no_agreement,0.4
audio/1619253136188.wav,anger,0.8
audio/1613832287964.wav,anger,0.8
audio/1613339123486.wav,anger,0.4
audio/1614409131361.wav,neutral,0.6
audio/1614409350795.wav,anger,0.6
audio/1613492063340.wav,anger,0.8
audio/1614287923110.wav,anger,1.0
audio/1616245252693.wav,anger,0.8
audio/1616245976654.wav,no_agreement,0.4
audio/1614448872581.wav,anger,0.8
audio/1616246312154.wav,anger,0.6
audio/1614274183542.wav,anger,0.6
audio/1613493339978.wav,anger,1.0
audio/1615104453885.wav,anger,1.0
audio/1613493328277.wav,anger,0.6
audio/1615920792972.wav,anger,0.6
audio/1614013767161.wav,anger,0.6
audio/1615379103993.wav,anger,0.8
audio/1616251756172.wav,anger,0.8
audio/1612982137341.wav,anger,1.0
audio/1614112006242.wav,anger,0.6
audio/1614601915782.wav,anger,0.6
audio/1613316233512.wav,anger,0.8
audio/1614451043162.wav,anger,1.0
audio/1614278631460.wav,anger,1.0
audio/1614274261040.wav,anger,0.6
audio/1616669986898.wav,anger,0.8
audio/1613492024106.wav,anger,0.8
audio/1615228894537.wav,anger,0.8
audio/1616245408277.wav,anger,0.6
audio/1614420008383.wav,anger,0.6
audio/1613418232810.wav,anger,1.0
audio/1614958639665.wav,anger,1.0
audio/1613478518982.wav,anger,1.0
audio/1613991938283.wav,anger,0.8
audio/1620377069759.wav,no_agreement,0.4
audio/1616245257737.wav,no_agreement,0.4
audio/1616075393124.wav,anger,0.6
audio/1613338745794.wav,neutral,0.6
audio/1614147262276.wav,anger,1.0
audio/1614593502625.wav,anger,0.8
audio/1614243749035.wav,anger,1.0
audio/1613554240587.wav,anger,1.0
audio/1613405744868.wav,anger,0.8
audio/1615324919778.wav,neutral,0.6
audio/1613321290164.wav,anger,1.0
audio/1613319997293.wav,happiness,0.6
audio/1615555236661.wav,anger,0.6
audio/1614279333246.wav,anger,0.4
audio/1614277770041.wav,anger,0.6
audio/1613656933021.wav,anger,0.8
audio/1614576361260.wav,anger,0.8
audio/1613512674210.wav,anger,1.0
audio/1615228101962.wav,anger,0.6
audio/1613485615268.wav,anger,0.6
audio/1614013730725.wav,anger,1.0
audio/1616245366033.wav,anger,1.0
audio/1613493021866.wav,anger,1.0
audio/1614250468056.wav,anger,1.0
audio/1614241860486.wav,anger,0.8
audio/1616245062799.wav,neutral,0.8
audio/1614264239659.wav,anger,0.6
audio/1613493115683.wav,anger,1.0
audio/1613061927846.wav,anger,0.8
audio/1613327240538.wav,anger,0.4
audio/1614153066163.wav,anger,0.8
audio/1613816907416.wav,neutral,0.6
audio/1614147132535.wav,anger,0.6
audio/1616270496409.wav,neutral,0.6
audio/1614191060380.wav,anger,1.0
audio/1613222505525.wav,no_agreement,0.4
audio/1616075202211.wav,anger,0.6
audio/1613405674489.wav,anger,0.8
audio/1613305611422.wav,anger,0.8
audio/1614086173618.wav,anger,1.0
audio/1613461237336.wav,anger,0.8
audio/1615228133209.wav,anger,1.0
audio/1615139004795.wav,anger,1.0
audio/1614601957142.wav,anger,0.8
audio/1613587934946.wav,anger,0.8
audio/1616251784605.wav,neutral,0.8
audio/1614278798530.wav,anger,0.6
audio/1613648638043.wav,surprise,0.4
audio/1614715542068.wav,surprise,0.6
audio/1613061730657.wav,no_agreement,0.4
audio/1613588592560.wav,anger,1.0
audio/1614880798001.wav,no_agreement,0.4
audio/1613645395606.wav,anger,0.6
audio/1613063090149.wav,anger,0.8
audio/1616149812943.wav,anger,0.6
audio/1614111989581.wav,surprise,0.4
audio/1613404495849.wav,anger,1.0
audio/1613063297768.wav,anger,1.0
audio/1615738632162.wav,anger,0.6
audio/1619253114446.wav,anger,0.6
audio/1613405753968.wav,anger,1.0
audio/1616245966385.wav,no_agreement,0.4
audio/1615227270749.wav,anger,0.6
audio/1616074750420.wav,sadness,0.4
audio/1614184105715.wav,anger,0.6
audio/1613592811877.wav,neutral,0.6
audio/1613672336938.wav,no_agreement,0.4
audio/1613461312083.wav,anger,1.0
audio/1614122690793.wav,no_agreement,0.4
audio/1614274612732.wav,anger,0.8
audio/1613478028700.wav,anger,0.6
audio/1614420084228.wav,anger,0.8
audio/1614246779244.wav,anger,1.0
audio/1614072910456.wav,fear,0.4
audio/1613405689448.wav,anger,1.0
audio/1614115280403.wav,anger,1.0
audio/1613823867540.wav,anger,0.8
audio/1613460705542.wav,anger,0.8
audio/1613823316587.wav,anger,1.0
audio/1614254263638.wav,happiness,0.6
audio/1616243961012.wav,anger,0.6
audio/1614003224110.wav,no_agreement,0.4
audio/1616248688437.wav,anger,0.8
audio/1613645771694.wav,anger,0.8
audio/1614241789066.wav,anger,0.6
audio/1613065483187.wav,anger,0.6
audio/1614529883262.wav,disgust,0.6
audio/1614119743824.wav,anger,0.8
audio/1619253430641.wav,anger,0.8
audio/1614174926601.wav,anger,0.8
audio/1614241773741.wav,no_agreement,0.4
audio/1614278729469.wav,anger,1.0
audio/1616147713183.wav,anger,0.6
audio/1614278789595.wav,anger,0.8
audio/1615738545089.wav,anger,0.6
audio/1614086253957.wav,anger,1.0
audio/1613405803936.wav,anger,1.0
audio/1615227933286.wav,anger,0.8
audio/1616246128994.wav,neutral,0.6
audio/1615371850759.wav,anger,0.8
audio/1617648459011.wav,anger,0.8
audio/1613406025468.wav,anger,0.8
audio/1614626447628.wav,anger,0.6
audio/1613825641388.wav,anger,1.0
audio/1613405937068.wav,anger,1.0
audio/1616269897811.wav,neutral,0.6
audio/1613310494996.wav,anger,1.0
audio/1615228155257.wav,anger,1.0
audio/1616505794791.wav,anger,0.8
audio/1620665776631.wav,anger,1.0
audio/1613066659905.wav,anger,0.8
audio/1614798970355.wav,anger,1.0
audio/1613317297359.wav,anger,0.6
audio/1614086104888.wav,anger,1.0
audio/1620376716607.wav,anger,1.0
audio/1613329202914.wav,anger,0.8
audio/1613404684980.wav,anger,0.4
audio/1614251430483.wav,anger,0.8
audio/1614610540234.wav,anger,1.0
audio/1614626298011.wav,neutral,0.6
audio/1613492904722.wav,anger,1.0
audio/1613338790586.wav,surprise,0.8
audio/1613477290653.wav,anger,1.0
audio/1613339144291.wav,no_agreement,0.4
audio/1616248713654.wav,no_agreement,0.4
audio/1615228621845.wav,anger,0.8
audio/1614799231739.wav,anger,0.6
audio/1613316487947.wav,anger,0.4
audio/1613377938623.wav,neutral,0.6
audio/1614627229294.wav,anger,1.0
audio/1615736506571.wav,anger,0.8
audio/1614278825156.wav,neutral,0.4
audio/1614111997082.wav,anger,0.8
audio/1613467016668.wav,no_agreement,0.4
audio/1616866869215.wav,anger,1.0
audio/1614030600588.wav,anger,0.6
audio/1616495238374.wav,anger,0.6
audio/1614348837256.wav,anger,0.8
audio/1616245818996.wav,anger,0.6
audio/1615500554258.wav,anger,0.8
audio/1615758116187.wav,anger,0.4
audio/1613326326524.wav,anger,0.8
audio/1613215128553.wav,anger,0.6
audio/1613338594339.wav,neutral,0.6
audio/1614958689992.wav,anger,0.6
audio/1613404704068.wav,anger,1.0
audio/1615538122535.wav,anger,0.8
audio/1616249848967.wav,anger,0.6
audio/1614112047449.wav,surprise,0.6
audio/1615073043385.wav,anger,0.6
audio/1615299420899.wav,anger,0.8
audio/1613464358356.wav,anger,1.0
audio/1613512681046.wav,anger,0.4
audio/1613492095365.wav,anger,0.6
audio/1613645328772.wav,anger,0.6
audio/1612981997929.wav,anger,0.6
audio/1614274281810.wav,anger,0.8
audio/1614602465151.wav,anger,0.6
audio/1614847719896.wav,no_agreement,0.4
audio/1613327315064.wav,anger,1.0
audio/1613930538742.wav,neutral,0.4
audio/1613830925948.wav,no_agreement,0.4
audio/1613467038373.wav,anger,0.8
audio/1613832211913.wav,anger,1.0
audio/1614175452898.wav,no_agreement,0.4
audio/1613823486015.wav,anger,0.8
audio/1613425516899.wav,anger,0.6
audio/1614627082718.wav,anger,1.0
audio/1614448647483.wav,anger,0.8
audio/1613663543447.wav,anger,1.0
audio/1614514045264.wav,anger,1.0
audio/1616256184771.wav,neutral,0.4
audio/1615736491357.wav,anger,1.0
audio/1614174732099.wav,anger,0.8
audio/1614146924717.wav,anger,0.8
audio/1614112391456.wav,anger,0.8
audio/1614549984171.wav,no_agreement,0.4
audio/1613918409604.wav,fear,0.4
audio/1614271640670.wav,anger,0.6
audio/1613412850100.wav,no_agreement,0.4
audio/1614348472872.wav,no_agreement,0.4
audio/1613645796693.wav,sadness,0.4
audio/1614548666465.wav,no_agreement,0.4
audio/1614147348473.wav,no_agreement,0.4
audio/1614273932920.wav,disgust,0.4
audio/1617786199700.wav,neutral,0.6
audio/1615920853701.wav,no_agreement,0.4
audio/1614601457908.wav,disgust,1.0
audio/1616252994688.wav,disgust,0.6
audio/1613493356029.wav,disgust,0.8
audio/1613577031482.wav,disgust,0.8
audio/1613675225408.wav,no_agreement,0.4
audio/1614175259004.wav,disgust,0.8
audio/1613326897277.wav,sadness,0.6
audio/1613492636085.wav,disgust,0.4
audio/1614626467104.wav,disgust,0.8
audio/1614166927440.wav,disgust,0.8
audio/1613310820791.wav,disgust,0.6
audio/1613657979393.wav,surprise,0.6
audio/1613478430683.wav,disgust,0.6
audio/1614798960346.wav,sadness,0.6
audio/1614602361363.wav,disgust,0.6
audio/1614175446722.wav,disgust,1.0
audio/1613061863913.wav,disgust,0.6
audio/1614715510322.wav,disgust,0.6
audio/1616147688784.wav,no_agreement,0.4
audio/1614626406707.wav,disgust,0.6
audio/1613323237629.wav,neutral,0.4
audio/1614175075213.wav,disgust,0.8
audio/1614626087901.wav,disgust,0.6
audio/1614279041663.wav,disgust,0.6
audio/1616866858065.wav,disgust,0.6
audio/1614550222112.wav,disgust,1.0
audio/1613406012537.wav,anger,0.8
audio/1615736448876.wav,disgust,0.6
audio/1614274211470.wav,disgust,0.4
audio/1616243928910.wav,no_agreement,0.4
audio/1614082548826.wav,disgust,0.8
audio/1616505537446.wav,no_agreement,0.4
audio/1613478602713.wav,disgust,0.6
audio/1616261040050.wav,disgust,0.8
audio/1614348619746.wav,disgust,1.0
audio/1613823961615.wav,disgust,0.8
audio/1613223447378.wav,no_agreement,0.4
audio/1613919190477.wav,neutral,0.4
audio/1612888008005.wav,no_agreement,0.2
audio/1614147108445.wav,disgust,0.6
audio/1614146822258.wav,no_agreement,0.4
audio/1613657998520.wav,disgust,0.8
audio/1614273957751.wav,disgust,0.6
audio/1613316473231.wav,no_agreement,0.4
audio/1614764939134.wav,no_agreement,0.4
audio/1613328221490.wav,disgust,1.0
audio/1613327233450.wav,disgust,0.6
audio/1613329048158.wav,anger,0.4
audio/1613463035527.wav,disgust,0.6
audio/1613377751185.wav,disgust,0.6
audio/1613485512399.wav,surprise,0.6
audio/1616243955464.wav,happiness,0.4
audio/1620377116832.wav,no_agreement,0.4
audio/1614200158756.wav,sadness,0.6
audio/1613466858885.wav,disgust,0.6
audio/1613478611407.wav,disgust,1.0
audio/1613830886650.wav,no_agreement,0.4
audio/1613824141934.wav,disgust,0.6
audio/1613823293543.wav,disgust,0.8
audio/1613466964624.wav,disgust,0.6
audio/1614699827044.wav,anger,0.8
audio/1613493195107.wav,disgust,0.6
audio/1613119360409.wav,disgust,0.4
audio/1614287939046.wav,no_agreement,0.4
audio/1613321545679.wav,disgust,0.6
audio/1614802362184.wav,disgust,0.6
audio/1614802385287.wav,disgust,0.6
audio/1614273968810.wav,no_agreement,0.4
audio/1614274872589.wav,disgust,0.6
audio/1616251639250.wav,disgust,0.6
audio/1613645711451.wav,sadness,0.4
audio/1613323285984.wav,neutral,0.4
audio/1615228639326.wav,disgust,0.6
audio/1613339079341.wav,disgust,0.8
audio/1613824187830.wav,disgust,0.6
audio/1613338785346.wav,no_agreement,0.4
audio/1613466677470.wav,disgust,0.6
audio/1616670011861.wav,disgust,0.8
audio/1613338711016.wav,disgust,1.0
audio/1613823537766.wav,disgust,0.8
audio/1620665565687.wav,disgust,0.4
audio/1613493577756.wav,disgust,0.6
audio/1614626321821.wav,no_agreement,0.4
audio/1615227245033.wav,disgust,0.4
audio/1613493109918.wav,disgust,0.6
audio/1614242078725.wav,disgust,0.6
audio/1613077432758.wav,neutral,0.6
audio/1614251438275.wav,disgust,0.4
audio/1614029359954.wav,no_agreement,0.4
audio/1614784230745.wav,fear,0.6
audio/1614601492718.wav,disgust,0.8
audio/1615371696939.wav,no_agreement,0.4
audio/1613305574222.wav,disgust,0.6
audio/1614112379336.wav,no_agreement,0.4
audio/1613466990180.wav,no_agreement,0.4
audio/1615737789644.wav,disgust,0.8
audio/1613302959059.wav,disgust,0.6
audio/1614349584856.wav,happiness,0.4
audio/1614191100606.wav,happiness,0.6
audio/1613478085121.wav,disgust,1.0
audio/1613492753240.wav,disgust,0.6
audio/1615296197944.wav,disgust,0.8
audio/1615738868710.wav,no_agreement,0.4
audio/1615739048405.wav,disgust,0.6
audio/1615738885064.wav,sadness,0.6
audio/1614241737335.wav,sadness,0.8
audio/1616505488256.wav,disgust,0.8
audio/1616882747058.wav,no_agreement,0.4
audio/1615738103669.wav,disgust,1.0
audio/1616348748388.wav,disgust,0.8
audio/1613405767088.wav,no_agreement,0.4
audio/1616495389501.wav,sadness,0.6
audio/1614174659818.wav,sadness,0.6
audio/1614030419071.wav,disgust,1.0
audio/1613067725214.wav,sadness,0.6
audio/1613404567869.wav,anger,0.4
audio/1615227505400.wav,disgust,0.6
audio/1615738464829.wav,neutral,0.4
audio/1614175190373.wav,disgust,0.8
audio/1613466434535.wav,disgust,0.4
audio/1614448681282.wav,disgust,0.8
audio/1616245671975.wav,no_agreement,0.4
audio/1613067735784.wav,disgust,0.6
audio/1613406140508.wav,disgust,0.6
audio/1613824125121.wav,disgust,0.4
audio/1613831478354.wav,sadness,0.8
audio/1614409895405.wav,disgust,0.6
audio/1614240479896.wav,sadness,0.6
audio/1613339037371.wav,disgust,0.6
audio/1613223185018.wav,anger,0.6
audio/1613478116031.wav,disgust,1.0
audio/1614277864630.wav,no_agreement,0.4
audio/1613305497616.wav,no_agreement,0.4
audio/1613466547597.wav,disgust,1.0
audio/1613477907258.wav,disgust,0.6
audio/1614529631288.wav,disgust,0.8
audio/1613830531872.wav,disgust,0.8
audio/1616256702567.wav,disgust,0.4
audio/1613215955030.wav,sadness,0.4
audio/1613485401572.wav,sadness,0.6
audio/1613406298520.wav,surprise,0.6
audio/1614162240914.wav,anger,0.6
audio/1613065084109.wav,no_agreement,0.4
audio/1614767845641.wav,sadness,0.6
