file,anger,disgust,fear,happiness,neutral,sadness,surprise
audio/1614279032398.wav,5,0,0,0,0,0,0
audio/1614073168727.wav,4,0,1,0,0,0,0
audio/1614029372844.wav,3,0,0,1,0,0,1
audio/1614278044121.wav,4,0,0,0,1,0,0
audio/1614279235286.wav,2,0,0,0,2,1,0
audio/1615110645711.wav,5,0,0,0,0,0,0
audio/1614278573928.wav,5,0,0,0,0,0,0
audio/1613214967116.wav,4,0,1,0,0,0,0
audio/1613058177362.wav,3,0,0,0,1,0,1
audio/1614958398821.wav,4,0,0,0,1,0,0
audio/1613340357317.wav,5,0,0,0,0,0,0
audio/1613467184359.wav,1,0,0,0,0,3,1
audio/1613592915300.wav,2,0,0,0,3,0,0
audio/1614550167992.wav,5,0,0,0,0,0,0
audio/1614165906625.wav,5,0,0,0,0,0,0
audio/1613492978533.wav,5,0,0,0,0,0,0
audio/1616011009549.wav,1,0,0,0,2,1,1
audio/1613918097742.wav,5,0,0,0,0,0,0
audio/1613338946724.wav,2,2,0,0,0,0,1
audio/1614119835380.wav,5,0,0,0,0,0,0
audio/1616249489367.wav,1,0,0,0,4,0,0
audio/1613065520812.wav,3,1,0,0,1,0,0
audio/1613918882862.wav,4,1,0,0,0,0,0
audio/1613378594890.wav,1,1,1,0,1,0,1
audio/1614467593846.wav,3,0,0,2,0,0,0
audio/1614550553750.wav,4,0,0,0,0,0,1
audio/1613405943055.wav,4,0,0,0,1,0,0
audio/1613319483509.wav,2,1,0,0,0,0,2
audio/1615737954620.wav,2,0,0,1,0,0,2
audio/1614174902112.wav,1,1,0,1,0,1,1
audio/1615737672778.wav,3,1,0,0,1,0,0
audio/1615737612922.wav,4,0,0,0,0,0,1
audio/1616251623359.wav,5,0,0,0,0,0,0
audio/1616867001195.wav,2,0,0,0,3,0,0
audio/1613077405313.wav,4,0,0,0,0,1,0
audio/1615123631490.wav,2,0,0,0,1,2,0
audio/1620376710398.wav,1,1,0,0,2,1,0
audio/1615738399029.wav,3,0,0,0,0,0,2
audio/1614146777115.wav,5,0,0,0,0,0,0
audio/1614687249072.wav,5,0,0,0,0,0,0
audio/1615227130403.wav,5,0,0,0,0,0,0
audio/1613823182817.wav,4,0,1,0,0,0,0
audio/1613825717954.wav,3,1,1,0,0,0,0
audio/1614358820466.wav,1,2,1,0,1,0,0
audio/1613493419325.wav,3,0,0,0,2,0,0
audio/1613323632388.wav,1,0,0,0,4,0,0
audio/1614169762327.wav,3,2,0,0,0,0,0
audio/1613327339416.wav,2,2,0,0,0,0,1
audio/1613378588867.wav,5,0,0,0,0,0,0
audio/1614190646296.wav,5,0,0,0,0,0,0
audio/1613832416024.wav,4,0,0,0,1,0,0
audio/1613492674355.wav,4,0,0,1,0,0,0
audio/1616245360251.wav,2,0,0,0,3,0,0
audio/1614278774802.wav,1,0,2,0,1,0,1
audio/1613645585187.wav,3,0,0,0,2,0,0
audio/1615108054483.wav,3,0,0,0,2,0,0
audio/1619519023230.wav,3,1,0,0,0,0,1
audio/1619253492815.wav,5,0,0,0,0,0,0
audio/1616149501158.wav,4,1,0,0,0,0,0
audio/1619253236501.wav,4,0,0,0,0,0,1
audio/1613403392097.wav,4,0,0,0,1,0,0
audio/1613338491073.wav,1,0,0,0,4,0,0
audio/1616269708989.wav,2,1,0,0,2,0,0
audio/1616249928538.wav,3,0,0,0,1,0,1
audio/1614764837014.wav,4,0,0,1,0,0,0
audio/1614514054549.wav,5,0,0,0,0,0,0
audio/1613671581427.wav,1,1,1,0,1,0,1
audio/1614409536022.wav,1,0,0,0,3,0,1
audio/1613472996124.wav,2,1,0,0,2,0,0
audio/1614274015809.wav,4,0,1,0,0,0,0
audio/1613571316798.wav,1,0,1,0,2,0,1
audio/1616245288146.wav,1,0,0,0,4,0,0
audio/1613825632528.wav,1,0,0,0,0,0,4
audio/1616866896784.wav,2,2,0,0,1,0,0
audio/1613823474011.wav,5,0,0,0,0,0,0
audio/1614108085302.wav,4,1,0,0,0,0,0
audio/1613467153731.wav,2,1,0,0,1,0,1
audio/1614715316959.wav,2,0,0,1,2,0,0
audio/1613485410982.wav,2,0,0,0,1,0,2
audio/1613587760120.wav,5,0,0,0,0,0,0
audio/1614082398003.wav,5,0,0,0,0,0,0
audio/1614549794218.wav,1,0,0,0,0,0,4
audio/1613302950611.wav,4,0,0,0,1,0,0
audio/1613120139096.wav,5,0,0,0,0,0,0
audio/1614765004248.wav,4,0,0,0,1,0,0
audio/1614451907558.wav,4,0,0,0,1,0,0
audio/1613918910325.wav,3,0,0,1,0,0,1
audio/1616244131730.wav,2,0,0,0,1,1,1
audio/1614335559421.wav,1,0,0,0,1,0,3
audio/1615920823160.wav,4,0,0,0,0,0,1
audio/1613645574517.wav,3,0,0,2,0,0,0
audio/1615929647225.wav,2,0,0,0,1,0,2
audio/1614112193738.wav,2,1,0,0,0,0,2
audio/1613223420358.wav,5,0,0,0,0,0,0
audio/1613478548613.wav,1,0,0,0,4,0,0
audio/1613831560354.wav,5,0,0,0,0,0,0
audio/1613492194619.wav,5,0,0,0,0,0,0
audio/1613919018488.wav,1,0,0,1,2,1,0
audio/1613339618736.wav,3,0,1,0,0,1,0
audio/1615920815740.wav,5,0,0,0,0,0,0
audio/1613554128688.wav,4,0,0,0,0,1,0
audio/1614872205380.wav,4,0,0,0,0,0,1
audio/1614174704825.wav,2,1,0,0,1,1,0
audio/1616149864357.wav,2,0,0,0,0,3,0
audio/1613302872674.wav,4,1,0,0,0,0,0
audio/1614847305315.wav,4,0,0,0,1,0,0
audio/1613327187278.wav,4,0,0,0,1,0,0
audio/1614767787938.wav,4,0,0,0,0,0,1
audio/1613216043419.wav,4,0,0,1,0,0,0
audio/1614003298895.wav,4,0,0,0,0,0,1
audio/1614197928070.wav,4,0,0,0,1,0,0
audio/1614602052056.wav,4,0,0,0,1,0,0
audio/1613930670266.wav,2,1,0,0,1,1,0
audio/1613657800256.wav,4,0,0,0,1,0,0
audio/1614958334332.wav,2,0,0,2,0,1,0
audio/1613684886640.wav,4,0,0,1,0,0,0
audio/1614190931294.wav,4,0,0,0,1,0,0
audio/1614108045165.wav,3,0,0,0,0,0,2
audio/1613414476397.wav,1,0,0,0,2,0,2
audio/1613478877620.wav,4,0,0,0,0,0,1
audio/1613407948243.wav,3,0,0,2,0,0,0
audio/1613378754354.wav,3,0,0,0,2,0,0
audio/1613930068993.wav,3,0,0,0,2,0,0
audio/1613323236923.wav,1,0,3,0,0,1,0
audio/1613492706575.wav,5,0,0,0,0,0,0
audio/1613493275220.wav,5,0,0,0,0,0,0
audio/1614273992561.wav,4,0,0,0,0,0,1
audio/1614880223382.wav,5,0,0,0,0,0,0
audio/1613478761732.wav,5,0,0,0,0,0,0
audio/1613825669993.wav,5,0,0,0,0,0,0
audio/1615929665366.wav,2,0,0,1,0,0,2
audio/1614335497875.wav,5,0,0,0,0,0,0
audio/1613467010260.wav,4,0,0,0,1,0,0
audio/1614087998288.wav,3,0,2,0,0,0,0
audio/1614687336661.wav,4,1,0,0,0,0,0
audio/1613065530782.wav,3,0,0,0,2,0,0
audio/1613478593358.wav,5,0,0,0,0,0,0
audio/1613588533764.wav,4,1,0,0,0,0,0
audio/1613831873214.wav,4,0,0,0,1,0,0
audio/1615500512425.wav,3,1,0,0,0,0,1
audio/1613317255706.wav,5,0,0,0,0,0,0
audio/1616251647621.wav,3,0,1,0,0,0,1
audio/1613466511598.wav,5,0,0,0,0,0,0
audio/1616249433474.wav,2,0,0,0,0,0,3
audio/1614169837175.wav,2,0,0,1,1,0,1
audio/1613310510979.wav,3,1,0,1,0,0,0
audio/1615110519085.wav,5,0,0,0,0,0,0
audio/1613061779246.wav,2,2,0,0,0,1,0
audio/1614409359523.wav,1,0,0,0,2,2,0
audio/1616249481268.wav,1,0,0,0,4,0,0
audio/1615758067151.wav,3,0,0,1,1,0,0
audio/1613823411420.wav,3,0,0,0,0,1,1
audio/1613830479449.wav,2,1,0,0,0,0,2
audio/1613861013157.wav,4,0,0,0,0,0,1
audio/1615228513796.wav,4,0,0,1,0,0,0
audio/1614206722419.wav,5,0,0,0,0,0,0
audio/1614030611511.wav,3,0,0,1,1,0,0
audio/1613305552622.wav,4,0,0,0,0,0,1
audio/1613823720947.wav,4,0,0,0,0,0,1
audio/1613405795949.wav,5,0,0,0,0,0,0
audio/1615555216209.wav,1,1,0,0,0,3,0
audio/1613063101337.wav,2,2,0,0,1,0,0
audio/1613404635868.wav,5,0,0,0,0,0,0
audio/1614348485828.wav,3,0,0,0,2,0,0
audio/1614799189787.wav,4,0,0,0,1,0,0
audio/1615123437487.wav,1,0,0,0,2,2,0
audio/1614249354271.wav,4,0,0,0,0,0,1
audio/1616700754996.wav,2,1,0,0,2,0,0
audio/1614083304136.wav,5,0,0,0,0,0,0
audio/1614847755269.wav,3,0,0,0,2,0,0
audio/1614767755641.wav,4,0,0,0,0,1,0
audio/1613823887874.wav,4,0,0,0,1,0,0
audio/1616014595182.wav,5,0,0,0,0,0,0
audio/1615736242078.wav,4,0,0,0,1,0,0
audio/1613335022860.wav,3,0,0,0,2,0,0
audio/1614335418979.wav,1,0,0,0,1,0,3
audio/1613492718212.wav,5,0,0,0,0,0,0
audio/1613478171426.wav,5,0,0,0,0,0,0
audio/1616269198986.wav,3,0,0,0,2,0,0
audio/1616244164970.wav,1,0,0,0,3,1,0
audio/1614251183900.wav,2,1,0,1,0,0,1
audio/1614254239140.wav,2,0,0,1,1,0,1
audio/1614420132687.wav,2,0,0,0,2,0,1
audio/1614090988805.wav,1,0,0,1,0,0,3
audio/1613329159042.wav,5,0,0,0,0,0,0
audio/1616246111241.wav,2,0,0,0,2,1,0
audio/1613325052992.wav,2,0,0,0,3,0,0
audio/1614550134677.wav,5,0,0,0,0,0,0
audio/1615228731030.wav,5,0,0,0,0,0,0
audio/1614367958474.wav,5,0,0,0,0,0,0
audio/1614625106211.wav,1,1,0,0,1,2,0
audio/1614450863386.wav,4,0,0,1,0,0,0
audio/1614450967521.wav,4,0,0,1,0,0,0
audio/1615228188422.wav,3,0,0,1,0,0,1
audio/1614146762097.wav,1,0,0,0,0,2,2
audio/1614274012661.wav,5,0,0,0,0,0,0
audio/1613325226094.wav,2,0,0,1,2,0,0
audio/1613492795177.wav,5,0,0,0,0,0,0
audio/1613339164443.wav,5,0,0,0,0,0,0
audio/1613588563206.wav,5,0,0,0,0,0,0
audio/1614029428827.wav,5,0,0,0,0,0,0
audio/1613063621832.wav,4,0,0,0,1,0,0
audio/1614119231685.wav,5,0,0,0,0,0,0
audio/1613405790109.wav,3,0,0,1,1,0,0
audio/1613588524370.wav,2,0,0,0,2,0,1
audio/1614112208408.wav,5,0,0,0,0,0,0
audio/1614601412535.wav,4,0,0,0,0,0,1
audio/1613317328533.wav,4,0,0,0,0,0,1
audio/1613378583577.wav,2,0,0,0,0,0,3
audio/1616246175747.wav,2,0,1,0,1,1,0
audio/1616244054340.wav,1,0,1,0,1,0,2
audio/1615228813266.wav,4,0,0,0,1,0,0
audio/1613327364316.wav,3,0,1,0,0,0,1
audio/1613472749946.wav,5,0,0,0,0,0,0
audio/1615738894888.wav,3,1,0,0,1,0,0
audio/1615104398292.wav,3,0,1,0,1,0,0
audio/1613064061212.wav,2,0,0,2,0,0,1
audio/1613930570390.wav,1,1,0,0,0,0,3
audio/1613326254671.wav,1,1,0,0,3,0,0
audio/1613378674838.wav,1,0,0,1,3,0,0
audio/1614271618537.wav,5,0,0,0,0,0,0
audio/1613824165413.wav,3,0,0,2,0,0,0
audio/1616250015855.wav,3,0,0,0,0,0,2
audio/1614410003865.wav,1,0,0,0,4,0,0
audio/1615110609153.wav,5,0,0,0,0,0,0
audio/1614700576814.wav,5,0,0,0,0,0,0
audio/1614174590913.wav,1,2,1,0,1,0,0
audio/1614153006628.wav,3,1,1,0,0,0,0
audio/1614699910004.wav,5,0,0,0,0,0,0
audio/1613825819911.wav,2,0,0,0,0,0,3
audio/1613408142222.wav,5,0,0,0,0,0,0
audio/1614847698489.wav,4,1,0,0,0,0,0
audio/1614274495672.wav,5,0,0,0,0,0,0
audio/1614627021288.wav,3,0,0,0,1,0,1
audio/1613317263835.wav,5,0,0,0,0,0,0
audio/1614278677222.wav,5,0,0,0,0,0,0
audio/1614191410439.wav,5,0,0,0,0,0,0
audio/1616147229418.wav,2,1,0,0,2,0,0
audio/1619253218813.wav,4,0,0,0,0,0,1
audio/1613684911882.wav,2,0,0,2,1,0,0
audio/1619253136188.wav,4,0,0,0,1,0,0
audio/1613832287964.wav,4,0,0,1,0,0,0
audio/1613339123486.wav,2,0,1,0,1,0,1
audio/1614409131361.wav,1,1,0,0,3,0,0
audio/1614409350795.wav,3,0,0,0,2,0,0
audio/1613492063340.wav,4,1,0,0,0,0,0
audio/1614287923110.wav,5,0,0,0,0,0,0
audio/1616245252693.wav,4,0,0,0,1,0,0
audio/1616245976654.wav,2,1,0,0,2,0,0
audio/1614448872581.wav,4,0,0,0,1,0,0
audio/1616246312154.wav,3,0,0,0,1,0,1
audio/1614274183542.wav,3,0,0,0,1,0,1
audio/1613493339978.wav,5,0,0,0,0,0,0
audio/1615104453885.wav,5,0,0,0,0,0,0
audio/1613493328277.wav,3,0,1,0,0,0,1
audio/1615920792972.wav,3,0,0,1,1,0,0
audio/1614013767161.wav,3,1,1,0,0,0,0
audio/1615379103993.wav,4,1,0,0,0,0,0
audio/1616251756172.wav,4,0,0,0,1,0,0
audio/1612982137341.wav,5,0,0,0,0,0,0
audio/1614112006242.wav,3,0,0,1,1,0,0
audio/1614601915782.wav,3,1,0,0,1,0,0
audio/1613316233512.wav,4,0,0,0,1,0,0
audio/1614451043162.wav,5,0,0,0,0,0,0
audio/1614278631460.wav,5,0,0,0,0,0,0
audio/1614274261040.wav,3,0,1,0,0,0,1
audio/1616669986898.wav,4,0,1,0,0,0,0
audio/1613492024106.wav,4,0,0,0,1,0,0
audio/1615228894537.wav,4,0,0,1,0,0,0
audio/1616245408277.wav,3,0,1,0,0,1,0
audio/1614420008383.wav,3,0,0,0,2,0,0
audio/1613418232810.wav,5,0,0,0,0,0,0
audio/1614958639665.wav,5,0,0,0,0,0,0
audio/1613478518982.wav,5,0,0,0,0,0,0
audio/1613991938283.wav,4,0,0,0,0,0,1
audio/1620377069759.wav,2,1,0,0,0,0,2
audio/1616245257737.wav,2,0,0,1,2,0,0
audio/1616075393124.wav,3,0,0,0,0,0,2
audio/1613338745794.wav,1,1,0,0,3,0,0
audio/1614147262276.wav,5,0,0,0,0,0,0
audio/1614593502625.wav,4,1,0,0,0,0,0
audio/1614243749035.wav,5,0,0,0,0,0,0
audio/1613554240587.wav,5,0,0,0,0,0,0
audio/1613405744868.wav,4,0,0,1,0,0,0
audio/1615324919778.wav,2,0,0,0,3,0,0
audio/1613321290164.wav,5,0,0,0,0,0,0
audio/1613319997293.wav,1,0,0,3,1,0,0
audio/1615555236661.wav,3,0,0,0,2,0,0
audio/1614279333246.wav,2,1,0,0,1,1,0
audio/1614277770041.wav,3,0,0,0,1,0,1
audio/1613656933021.wav,4,0,0,1,0,0,0
audio/1614576361260.wav,4,0,0,0,1,0,0
audio/1613512674210.wav,5,0,0,0,0,0,0
audio/1615228101962.wav,3,0,0,2,0,0,0
audio/1613485615268.wav,3,0,0,0,1,0,1
audio/1614013730725.wav,5,0,0,0,0,0,0
audio/1616245366033.wav,5,0,0,0,0,0,0
audio/1613493021866.wav,5,0,0,0,0,0,0
audio/1614250468056.wav,5,0,0,0,0,0,0
audio/1614241860486.wav,4,0,0,0,1,0,0
audio/1616245062799.wav,1,0,0,0,4,0,0
audio/1614264239659.wav,3,0,0,0,1,0,1
audio/1613493115683.wav,5,0,0,0,0,0,0
audio/1613061927846.wav,4,0,0,1,0,0,0
audio/1613327240538.wav,2,1,0,0,0,1,1
audio/1614153066163.wav,4,0,0,0,1,0,0
audio/1613816907416.wav,2,0,0,0,3,0,0
audio/1614147132535.wav,3,0,0,0,0,0,2
audio/1616270496409.wav,1,0,0,0,3,1,0
audio/1614191060380.wav,5,0,0,0,0,0,0
audio/1613222505525.wav,2,0,0,1,0,0,2
audio/1616075202211.wav,3,1,0,0,1,0,0
audio/1613405674489.wav,4,0,0,0,0,0,1
audio/1613305611422.wav,4,0,0,0,1,0,0
audio/1614086173618.wav,5,0,0,0,0,0,0
audio/1613461237336.wav,4,0,0,0,0,1,0
audio/1615228133209.wav,5,0,0,0,0,0,0
audio/1615139004795.wav,5,0,0,0,0,0,0
audio/1614601957142.wav,4,1,0,0,0,0,0
audio/1613587934946.wav,4,0,0,0,1,0,0
audio/1616251784605.wav,1,0,0,0,4,0,0
audio/1614278798530.wav,3,0,0,0,1,0,1
audio/1613648638043.wav,1,0,1,0,1,0,2
audio/1614715542068.wav,2,0,0,0,0,0,3
audio/1613061730657.wav,2,0,0,1,2,0,0
audio/1613588592560.wav,5,0,0,0,0,0,0
audio/1614880798001.wav,2,0,1,0,2,0,0
audio/1613645395606.wav,3,0,0,0,2,0,0
audio/1613063090149.wav,4,0,0,0,0,1,0
audio/1616149812943.wav,3,0,1,0,0,1,0
audio/1614111989581.wav,1,0,1,0,1,0,2
audio/1613404495849.wav,5,0,0,0,0,0,0
audio/1613063297768.wav,5,0,0,0,0,0,0
audio/1615738632162.wav,3,0,0,1,0,0,1
audio/1619253114446.wav,3,0,0,0,1,0,1
audio/1613405753968.wav,5,0,0,0,0,0,0
audio/1616245966385.wav,2,1,0,0,2,0,0
audio/1615227270749.wav,3,0,0,0,1,0,1
audio/1616074750420.wav,1,0,1,0,0,2,1
audio/1614184105715.wav,3,0,0,1,1,0,0
audio/1613592811877.wav,2,0,0,0,3,0,0
audio/1613672336938.wav,2,1,0,0,0,2,0
audio/1613461312083.wav,5,0,0,0,0,0,0
audio/1614122690793.wav,1,0,0,0,2,0,2
audio/1614274612732.wav,4,1,0,0,0,0,0
audio/1613478028700.wav,3,0,0,0,2,0,0
audio/1614420084228.wav,4,0,0,0,1,0,0
audio/1614246779244.wav,5,0,0,0,0,0,0
audio/1614072910456.wav,1,0,2,0,1,1,0
audio/1613405689448.wav,5,0,0,0,0,0,0
audio/1614115280403.wav,5,0,0,0,0,0,0
audio/1613823867540.wav,4,0,0,1,0,0,0
audio/1613460705542.wav,4,0,1,0,0,0,0
audio/1613823316587.wav,5,0,0,0,0,0,0
audio/1614254263638.wav,2,0,0,3,0,0,0
audio/1616243961012.wav,3,0,0,0,2,0,0
audio/1614003224110.wav,2,2,1,0,0,0,0
audio/1616248688437.wav,4,0,0,0,1,0,0
audio/1613645771694.wav,4,0,0,0,1,0,0
audio/1614241789066.wav,3,0,0,0,0,0,2
audio/1613065483187.wav,3,0,0,0,2,0,0
audio/1614529883262.wav,2,3,0,0,0,0,0
audio/1614119743824.wav,4,0,0,0,1,0,0
audio/1619253430641.wav,4,1,0,0,0,0,0
audio/1614174926601.wav,4,0,0,0,1,0,0
audio/1614241773741.wav,2,1,0,0,2,0,0
audio/1614278729469.wav,5,0,0,0,0,0,0
audio/1616147713183.wav,3,0,0,0,2,0,0
audio/1614278789595.wav,4,0,0,0,0,0,1
audio/1615738545089.wav,3,0,0,0,0,0,2
audio/1614086253957.wav,5,0,0,0,0,0,0
audio/1613405803936.wav,5,0,0,0,0,0,0
audio/1615227933286.wav,4,0,0,1,0,0,0
audio/1616246128994.wav,1,0,0,0,3,0,1
audio/1615371850759.wav,4,0,0,0,1,0,0
audio/1617648459011.wav,4,0,0,0,1,0,0
audio/1613406025468.wav,4,0,0,1,0,0,0
audio/1614626447628.wav,3,1,0,0,1,0,0
audio/1613825641388.wav,5,0,0,0,0,0,0
audio/1613405937068.wav,5,0,0,0,0,0,0
audio/1616269897811.wav,1,0,0,0,3,1,0
audio/1613310494996.wav,5,0,0,0,0,0,0
audio/1615228155257.wav,5,0,0,0,0,0,0
audio/1616505794791.wav,4,1,0,0,0,0,0
audio/1620665776631.wav,5,0,0,0,0,0,0
audio/1613066659905.wav,4,0,0,0,0,0,1
audio/1614798970355.wav,5,0,0,0,0,0,0
audio/1613317297359.wav,3,0,0,1,1,0,0
audio/1614086104888.wav,5,0,0,0,0,0,0
audio/1620376716607.wav,5,0,0,0,0,0,0
audio/1613329202914.wav,4,0,0,0,1,0,0
audio/1613404684980.wav,2,1,0,0,0,1,1
audio/1614251430483.wav,4,0,0,0,1,0,0
audio/1614610540234.wav,5,0,0,0,0,0,0
audio/1614626298011.wav,2,0,0,0,3,0,0
audio/1613492904722.wav,5,0,0,0,0,0,0
audio/1613338790586.wav,1,0,0,0,0,0,4
audio/1613477290653.wav,5,0,0,0,0,0,0
audio/1613339144291.wav,2,0,0,1,2,0,0
audio/1616248713654.wav,1,0,0,0,2,2,0
audio/1615228621845.wav,4,0,0,0,0,1,0
audio/1614799231739.wav,3,0,1,0,1,0,0
audio/1613316487947.wav,2,0,0,1,1,0,1
audio/1613377938623.wav,2,0,0,0,3,0,0
audio/1614627229294.wav,5,0,0,0,0,0,0
audio/1615736506571.wav,4,0,0,1,0,0,0
audio/1614278825156.wav,1,0,1,0,2,0,1
audio/1614111997082.wav,4,1,0,0,0,0,0
audio/1613467016668.wav,2,0,0,0,2,1,0
audio/1616866869215.wav,5,0,0,0,0,0,0
audio/1614030600588.wav,3,0,0,0,1,0,1
audio/1616495238374.wav,3,0,0,0,2,0,0
audio/1614348837256.wav,4,0,0,0,1,0,0
audio/1616245818996.wav,3,0,0,0,1,1,0
audio/1615500554258.wav,4,0,0,0,1,0,0
audio/1615758116187.wav,2,1,0,0,1,0,1
audio/1613326326524.wav,4,1,0,0,0,0,0
audio/1613215128553.wav,3,0,1,0,0,0,1
audio/1613338594339.wav,1,0,0,0,3,1,0
audio/1614958689992.wav,3,1,0,0,0,0,1
audio/1613404704068.wav,5,0,0,0,0,0,0
audio/1615538122535.wav,4,1,0,0,0,0,0
audio/1616249848967.wav,3,0,0,0,1,0,1
audio/1614112047449.wav,1,0,0,0,1,0,3
audio/1615073043385.wav,3,0,0,1,0,0,1
audio/1615299420899.wav,4,0,1,0,0,0,0
audio/1613464358356.wav,5,0,0,0,0,0,0
audio/1613512681046.wav,2,1,0,0,1,0,1
audio/1613492095365.wav,3,1,0,0,1,0,0
audio/1613645328772.wav,3,0,1,0,1,0,0
audio/1612981997929.wav,3,0,0,0,1,1,0
audio/1614274281810.wav,4,0,0,0,0,0,1
