file,speaker,transcription
audio/1614254491929.wav,8b570a0a4945d7f287736e47dd57040be331d8027cc434153b1eea199ca4b147,s8
audio/1616245413705.wav,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,s11
audio/1614602587256.wav,2116b7b5ba182d8fbc46f79f93be85190a70051c85d8f0650b8ddfdf9ef0dec5,s4
audio/1615228091771.wav,65e82fb525a08de54935534a2da2ff0c464eec8a0d4d8d5abc1e5fcf6ea37408,s7
audio/1612887953018.wav,7c878d2b0e66ca031b5ab080c5d72bf3e745b2b4516328cff6ecc7113c4d07b2,s1
audio/1614799092895.wav,1cd62752ceb5d75ca20a834e891d7bb0b5a6e218724761f7fad1605af89f25ca,s12
audio/1616505237674.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s13
audio/1613653182817.wav,d025f207376489fde96cf5f49b4733dd1eb16b188a60643ab438907f715aa585,s14
audio/1613562390332.wav,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,s14
audio/1613491973853.wav,9826b1ccf256d52255018dc0f525f81e07970f29d132a6f9bfd4a1ac1ab6664e,s2
audio/1612982076287.wav,b3c7c357c77848765caaded035be8800169fb4dc53996f78ed5b0b24403427f4,s14
audio/1616006898391.wav,20ef422a2413d774f66bd50f6edd23c98758d89a67bf3c49995ae29f51519fa1,s9
audio/1613326180308.wav,db109cef7dea29ab1884febecc35c4398d5d7d10a76d54d6edcdd1c179b49f3f,s3
audio/1614359087222.wav,9299497bc321d5d9ece8f0e6f4932161650ff277c3446699bc45b73ce8595260,s14
audio/1614205014579.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,s15
audio/1613327358504.wav,c0fde790c8900bbbac6957c9ee52eacc1b5d77848c779e2113ee9ee45b7eaa09,s14
audio/1616245944988.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,s15
audio/1613930149998.wav,1718aa7e2d0821e3ade5783b4e045ab5930ec22054a0fe5e80146dfce17fae3d,s11
audio/1614175494461.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,s9
audio/1614067055983.wav,55fc0a5c4fd6c3fa7229693d5dae186842266785dedb80fd9b8a29b8fee8b364,s9
audio/1614601519175.wav,2116b7b5ba182d8fbc46f79f93be85190a70051c85d8f0650b8ddfdf9ef0dec5,s9
audio/1613478744873.wav,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,s16
audio/1614016795543.wav,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,s6
audio/1614368099633.wav,58b67a68595dcb3ea620a5ecb43342294dbb6cfe83ab6c70a35618794eb1bca0,s13
audio/1617866127603.wav,b4189dd17472e71d49fa457e3d8ce9392f8960203c2592ec27f6863246a94497,s5
audio/1614023374579.wav,a67c15fc95e0cf1fe2c20da7b35721626162508a7f180cd025b09be79229c782,s9
audio/1616504932463.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s16
audio/1614349528708.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,s9
audio/1615113976237.wav,37d2ebf8f95bac9ef8cc9289598304b9556630df262060c1da18fe38ebf6b9e0,s2
audio/1613491958317.wav,9826b1ccf256d52255018dc0f525f81e07970f29d132a6f9bfd4a1ac1ab6664e,s16
audio/1616239435827.wav,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,s6
audio/1614030631527.wav,c09213cf20b32fe2436b92ded92caeed5d938b454c0cd94fea66658823c812b3,s0
audio/1614118239063.wav,acdd987f9c1700b25898d3bd30c201df5ad4f34b3ca5ebeb7a8f02d240eeb864,s17
audio/1614013028307.wav,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,s3
audio/1613463231526.wav,a8fdca3df5af02253033261470661d5347db3cbee7e6e7b19a5faae9479f30ec,s6
audio/1614112145970.wav,4954115d5424d7984df5dde107e76301ad62780dac462a33d2ecc12a8fc5c2ee,s3
audio/1613063461611.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,s11
audio/1615910706039.wav,9e818c36663ed2ff3ef74a3a8e96c1127a5bad36f4ccaaf1bae0823e51326eb5,s16
audio/1615999986658.wav,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,s16
audio/1613325949943.wav,3098d65fb90699a18bd6365a1e2bc750c90e373de09fe22c334de62de8217a03,s11
audio/1614096022725.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,s6
audio/1613478705644.wav,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,s14
audio/1620377161599.wav,faf6ce1ea46bca3ee95197b53c7137840d63e6caddc447aa6f5d5b0c4f3d3c03,s10
audio/1616504852610.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s6
audio/1613466478916.wav,4aa97df0f04f62f7f564695f551e2f7f0c38fa4a9ced680b5f5e2e403648fcca,s13
audio/1615229330912.wav,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,s7
audio/1613379274203.wav,0518bb1812bd73aeb1a16e59f6205fca9f97ad2975fbe1a5ce10ef9389de091e,s1
audio/1620376538879.wav,faf6ce1ea46bca3ee95197b53c7137840d63e6caddc447aa6f5d5b0c4f3d3c03,s6
audio/1613832308261.wav,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,s7
audio/1615738152527.wav,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,s13
audio/1617790021189.wav,d9dacb3ee168be4dbc39386975b6964d353c438d8f57a68914a3228b5385fe69,s13
audio/1613311223626.wav,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,s14
audio/1614083472115.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,s8
audio/1614636245119.wav,00a0efc0faaeb5a288481a25b5d0b7d4c0b070120c6d61be6ef7b255fcdfd17f,s8
audio/1614119325274.wav,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,s4
audio/1614335623127.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,s12
audio/1614509743835.wav,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,s12
audio/1613831545479.wav,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,s8
audio/1616505037616.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s4
audio/1616872267044.wav,f18a99b664fcb1399619b4d81cfaedfbb982d706850592717bb01d180f5e65d2,s12
audio/1614080341795.wav,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,s5
audio/1613324401979.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,s6
audio/1614205702202.wav,b2bf7455e63d99ee9db25bd7d20fbc7f4af1687f68286bba3ab68c223204d21a,s5
audio/1614551898227.wav,3de1dde66754945ce4109dbfd001bdd1a3ae0f6c4eb63ae0c71e4d45affccfeb,s10
audio/1613831358616.wav,509ce83c88888f7d75edabc19670ab07530413773ce7be5c2aee2a6b98638de7,s10
audio/1620241035484.wav,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,s5
audio/1613325598299.wav,eb7ce98554430f22e4b4b80b19f4a2e6f520d37f6e8e41969a9fc1cdf6c79834,s13
audio/1620240437364.wav,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,s0
audio/1613384642730.wav,659dfe05a37f6ae639f658233bc7a05082f075c71da9ab3da5f6962008a6b13a,s3
audio/1614348816307.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,s10
audio/1613406241491.wav,922fba4ca90b9862f76ea24486972fd1f31bebe82074ba80056f73ef3bfaabff,s0
audio/1613562594796.wav,4627bdb3ed141168a5e8663c86bfae205566c5bd27779a19c8d83791df8c9474,s15
audio/1613463154175.wav,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,s9
audio/1616755151378.wav,3bc51062973c458d5a6f2d8d64a023246354ad7e064b1e4e009ec8a0699a3043,s0
audio/1613061095333.wav,c5dcf331cc349d73271e851f493e380619eb12d71867f27694a36fea86167eb7,s3
audio/1613406710010.wav,8d062a0010a51aaf0af404c7080cbae838fd506815da1c88e1849b3e240bfcf9,s3
audio/1614274154997.wav,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,s10
audio/1614174318448.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,s13
audio/1613840545270.wav,5b1d678a1b4936c172e8c239785f89a2693f7603890c413fffc9e8629243cd77,s4
audio/1613746052868.wav,698cd7528570ea0c92741af736b6595e6704ef4eb26f787fc817287fb3e291d0,s13
audio/1613512695618.wav,db14b511e33aa987324560fbaf56ef3860cb82b2393b2c3dcf13bc868a8ea7a0,s1
audio/1613918566491.wav,3ac5fd904e8345dcd4b3de41394f03434c68e031b51afbbd29786dc053940cb4,s9
audio/1613062647102.wav,322ad29ca10bc60cfff594bdaf0047340c284fb1bcb15c37cf7256b221cebb30,s4
audio/1614173940870.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,s12
audio/1616505562295.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,s8
audio/1613463069063.wav,b4821c502ef74731863784b38f670fb3ee5a2670ee3715c86814968bc76443cd,s15
audio/1613320336898.wav,c7e6fd8f44a628b20a7e55c387105354f9592b834c86f4a05e746c6817c3d34d,s13
audio/1613672377450.wav,5d71d71e4f3b40075035b0c459fe9638bdd1dfc35654f05eba18cec31c1ad4d8,s6
audio/1616239399170.wav,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,s0
audio/1613577081283.wav,dae87ca745e9dcc3501789d0877435007bbb055c6478889b5d686434f0948632,s6
audio/1614880389339.wav,f12c2c31c3d353aa849a8df40e3d057a8ff361efeb5ae08c0899914f277c0a67,s5
audio/1614802466392.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,s17
audio/1614080605229.wav,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,s6
audio/1614349047610.wav,a1c2d05656b9041ce76a61d23aef096635931217a5cf8b8dd4249cc067ee3ac7,s6
audio/1613512644981.wav,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,s0
audio/1614674175874.wav,0d8d2647a12b0d544989a6b03603b8b3c27e2c4e0be08671745366d1a8bc4d95,s9
audio/1615228916153.wav,65e82fb525a08de54935534a2da2ff0c464eec8a0d4d8d5abc1e5fcf6ea37408,s14
audio/1615739021689.wav,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,s4
audio/1616244155187.wav,8af2fa1c3331a1354123146e5ef92f0ca499da94d5135246d119c922a02faba2,s14
audio/1613051910086.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s9
audio/1615231693058.wav,7ce215563f7b620fdd32c6618a95215100b4fbede0eb4fc0669b3d649fbd4dc5,s3
audio/1620240463418.wav,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,s17
audio/1613512802164.wav,db14b511e33aa987324560fbaf56ef3860cb82b2393b2c3dcf13bc868a8ea7a0,s17
audio/1614108102277.wav,8b570a0a4945d7f287736e47dd57040be331d8027cc434153b1eea199ca4b147,s5
audio/1613478563168.wav,e61c967ecc0fae999d10c15d02651ffe305abe702e3a0387ba4d3fb5cddfb7c3,s0
audio/1613474219381.wav,5fa1e0dac2fb8d7edee91210e200fcc89a9b92735b3a12fc5ecbc036f0082e9f,s17
audio/1613656579184.wav,3111cf7b7ed6fc33e48bfa682fc101fcb6f6d842421d031cb7c79bdec5a1a86e,s7
audio/1613474726860.wav,5fa1e0dac2fb8d7edee91210e200fcc89a9b92735b3a12fc5ecbc036f0082e9f,s16
audio/1614602686433.wav,2116b7b5ba182d8fbc46f79f93be85190a70051c85d8f0650b8ddfdf9ef0dec5,s2
audio/1614023367069.wav,a67c15fc95e0cf1fe2c20da7b35721626162508a7f180cd025b09be79229c782,s14
audio/1614329620753.wav,cd8b199e87bcea323147bcb054d58a9a2bb7daedf6480e2703a4d2cf856fbc68,s11
audio/1614242064515.wav,5e05cb515b5e6aee84325a8ceeb28a92c2d8d01c6b0f4bb0e743bd04ece7557e,s6
audio/1613064363995.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,s4
audio/1613223232903.wav,9f708824dac5365d965b24a88514c382f13fea6671063de5309a07f762bdc0a0,s10
audio/1613328985529.wav,4c2c881938da192249389ef87573af9fec30484604a20fd18763681ce5379d16,s2
audio/1620241335227.wav,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,s8
audio/1613339974103.wav,ca92cf0c07b5ba0e083ec3520f75d8f064651db6b04242187aaff4733640cbd0,s5
audio/1615576406958.wav,d4bbc5043503b9aed309ede00854ee48937684b57a1cc030ee5f42986fbfed7c,s8
audio/1613338993976.wav,e75aad2cd10884cdbc433cdb10176fa2cdc86309b083a71a5af42da54266f30f,s4
audio/1617550215904.wav,72fd3f14c5a1f7258f837056d8ec7992464a557289fda307731d032771d1686d,s2
audio/1614087657917.wav,51dc35b1b8aa6a1a57d8897115b169b0f4723cb401f6ff6a72f8227373588fa6,s12
audio/1614674030212.wav,0d8d2647a12b0d544989a6b03603b8b3c27e2c4e0be08671745366d1a8bc4d95,s5
audio/1613420143686.wav,890ce843ef7debb34898be4a6674564185e03abc72c010d5afcc8e06cffc5e1a,s15
audio/1613323230795.wav,a5af4d285ec86e6a653a3a2fcdaf5b76a85815e09099098a07c7ed580b62ffb7,s5
audio/1614091162799.wav,c64f81213d168187d346b356bea56d60c6feb02e4914ce98f044bfcdb68a77d8,s7
audio/1614073183036.wav,d517c7deca67aedec5841f1a0083898ca6083a5fde6054b4ed2de1cb618cd8f5,s4
audio/1614191022700.wav,1df22de3e55c25e81913bb34cfc31efab81ad4c6bc0ac081f2cbd80e3d8133ff,s2
audio/1616504958104.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s17
audio/1613378369739.wav,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,s3
audio/1613657779616.wav,5b8476bb94a4a1a17df32b417ec035029f48e4487c9055203fb02353eccd46a1,s2
audio/1616239460538.wav,032bd54539dc739de8c4d77eda2bee1f933a6dd243e4447977b6b39b4d4f83bb,s14
audio/1614016877980.wav,01de3a316dafa26a6e15d40720bc94e0706da6e0831274ea04dc25bccf87de9b,s17
audio/1614174487599.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,s16
audio/1616245034516.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,s17
audio/1613668829117.wav,9acf7adbcf2db264f6a9bd474a10777936cda93b350bc9898ca5ae5c430e2156,s5
audio/1614679724243.wav,cc4fcd0c5f13587141ac571d61a068becd727d8e29b10406705828af440e2257,s16
audio/1614146960471.wav,f8500f6cdfe97e752563d3f3f53db1bfa4eb1cd882ea72db753be830333ba79d,s10
audio/1613512785225.wav,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,s3
audio/1613474287525.wav,5fa1e0dac2fb8d7edee91210e200fcc89a9b92735b3a12fc5ecbc036f0082e9f,s14
audio/1613467099505.wav,4aa97df0f04f62f7f564695f551e2f7f0c38fa4a9ced680b5f5e2e403648fcca,s4
audio/1614119074167.wav,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,s15
audio/1613823793013.wav,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,s13
audio/1613849793808.wav,d4bbc5043503b9aed309ede00854ee48937684b57a1cc030ee5f42986fbfed7c,s13
audio/1613474645046.wav,5fa1e0dac2fb8d7edee91210e200fcc89a9b92735b3a12fc5ecbc036f0082e9f,s0
audio/1614081032777.wav,07f763295ba2764d034d200456b42eb8bf498d341c586a4992d62b7bdb0418a0,s12
audio/1614627054318.wav,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,s11
audio/1613314993434.wav,6d5a442bd71be91f8716b7d0567788756bf5709ba5626691ec5394727cbd293a,s14
audio/1614329848561.wav,cd8b199e87bcea323147bcb054d58a9a2bb7daedf6480e2703a4d2cf856fbc68,s6
audio/1613492732663.wav,2fad3c36f016d72a6e40f3a3da6f9304e057edc7f3c188ffd20e92e772cacfe4,s10
audio/1613329119876.wav,4c2c881938da192249389ef87573af9fec30484604a20fd18763681ce5379d16,s8
audio/1613338681454.wav,e75aad2cd10884cdbc433cdb10176fa2cdc86309b083a71a5af42da54266f30f,s17
audio/1614279032398.wav,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,s6
audio/1614073168727.wav,d517c7deca67aedec5841f1a0083898ca6083a5fde6054b4ed2de1cb618cd8f5,s13
audio/1614029372844.wav,8b570a0a4945d7f287736e47dd57040be331d8027cc434153b1eea199ca4b147,s10
audio/1613064506033.wav,b9b49cbf60791aa43825f7cb70fce1cabb78f2a73daba8298108662b3cd3e922,s11
audio/1614278044121.wav,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,s0
audio/1614279235286.wav,49558e542e1556348408d7f1fe752213fe52fd552d36f1d48b0cb2bd98ecc458,s10
audio/1615110645711.wav,6ef077621c61b092619f41ae11d405d5e1c9b3f1f36fa8f749e877ecce1b3046,s17
audio/1614278573928.wav,5dfd46e27a5e3e8e06fcb92817b0955f7fd28048f5003bfd4e5be8e67bf417db,s7
audio/1613214967116.wav,e84aef587fca9b7a81721586cba38b4497fdd4f0c4c9d0c6075a6c9476221ece,s3
audio/1613058177362.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,s7
audio/1613655675289.wav,3111cf7b7ed6fc33e48bfa682fc101fcb6f6d842421d031cb7c79bdec5a1a86e,s13
audio/1614958398821.wav,4e0461b76a08a248fe7186f12c3554407c40ea4493e2b3093d9eafdbb1bbef42,s13
audio/1613401909347.wav,9d3feff79d35684ee9a491256c08dc065be663f75e79ffae2f6d015b7fdedcd8,s15
audio/1614082226999.wav,769e2b391e37012911810a9d11b2b88712906417d102655d9e10dec11809bc98,s12
audio/1613340357317.wav,ca92cf0c07b5ba0e083ec3520f75d8f064651db6b04242187aaff4733640cbd0,s6
audio/1613467184359.wav,4aa97df0f04f62f7f564695f551e2f7f0c38fa4a9ced680b5f5e2e403648fcca,s10
audio/1613592915300.wav,fb7563e83d223b1a449d9e4a988b27c239bc1b8d03db70ca0c5392f8358de15d,s3
audio/1614550167992.wav,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,s0
audio/1614165906625.wav,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,s15
audio/1613492978533.wav,2fad3c36f016d72a6e40f3a3da6f9304e057edc7f3c188ffd20e92e772cacfe4,s6
audio/1613311195093.wav,c5901553395ac83eaed42a12f1732d6d12918f0f6078469a7a7fa0ba1b0ffb8c,s16
audio/1616011009549.wav,0d8d2647a12b0d544989a6b03603b8b3c27e2c4e0be08671745366d1a8bc4d95,s17
audio/1614117631292.wav,acdd987f9c1700b25898d3bd30c201df5ad4f34b3ca5ebeb7a8f02d240eeb864,s14
audio/1613918097742.wav,3ac5fd904e8345dcd4b3de41394f03434c68e031b51afbbd29786dc053940cb4,s5
audio/1613338946724.wav,e75aad2cd10884cdbc433cdb10176fa2cdc86309b083a71a5af42da54266f30f,s10
audio/1616251830118.wav,d2a5da287e6ad3219943b56362ad9106e26b5f131841b4aab074b86913eab532,s14
audio/1614119835380.wav,8cd4289dc47d0ea3a3deca73495829e5c4a9c96b1c461670418563548eaffe82,s3
audio/1613379087621.wav,0518bb1812bd73aeb1a16e59f6205fca9f97ad2975fbe1a5ce10ef9389de091e,s0
audio/1616249489367.wav,da2da8e71c82b18aaec0e9dcf817ab09481a8b55061066f011b3e38188788f65,s4
audio/1613065520812.wav,f78d765ec69ed2306cf544ae70b352f27ac00ced795ad5a4014e480d6f653395,s0
audio/1615407796956.wav,ed860454cf73649132fa02111777bd8d3f8fd750f5d1159546c6300ab27fd679,s12
audio/1613918882862.wav,3ac5fd904e8345dcd4b3de41394f03434c68e031b51afbbd29786dc053940cb4,s0
audio/1615207537992.wav,11bbad168daee9a2eef86fa4ef93315f9f11468c1c180950b2c6e4e7953f7858,s0
audio/1613378594890.wav,e7d486b923ff5d70ab28d1f0383f613f4e2d4e02514966f3ff6cdc7446b2f3cd,s12
audio/1614467593846.wav,b02073cd1ad16c0fb38d61f9f59650d5dfb6588a882a3f7136f6ed87566dcf4e,s4
audio/1614550553750.wav,9c87358623a6aa7409334d7bc151683d3e35394f305f9ba0f4e633962cfda436,s1
audio/1613405943055.wav,415eb3920eb4b3d4645eb42bae62fd32cdd3e731c2662cbb0d480c3792b43066,s11
audio/1613319483509.wav,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,s0
audio/1616505259462.wav,3f9b6ed1d2adc407ef668b8c89a89fe022f2233d94ce943294c6ed030d18f2ff,s11
audio/1615737954620.wav,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,s11
audio/1613821795280.wav,f04bb0e6361c05acba4d5185a2d372177bdb77898c1a213f5dfe5c1d60331ea1,s12
audio/1614153894029.wav,b71d413455549a1824f63bf274dfd7c8c5dbda42425531fb0b44d1dab7e94ea0,s17
audio/1614174902112.wav,779562b086bb57bfe27509a43b72b47612f9a64815e53a5a9f48140de037eb5d,s10
audio/1615737672778.wav,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,s3
audio/1615737612922.wav,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,s7
audio/1613512432751.wav,fbd51d139f2f0269c3e479d6dc5c6b9edb94b1eec62a677c039d280d497b2835,s2
audio/1616251623359.wav,da2da8e71c82b18aaec0e9dcf817ab09481a8b55061066f011b3e38188788f65,s16
audio/1616867001195.wav,457b3259ae7357e8815b60dd88b1292acd45a52697e15a696f56ffdac3363acc,s17
audio/1613077405313.wav,7c553e108c3caf49860447cfccedfc08b9b7bcd54a5b05bcd89a44462847c12a,s15
audio/1615123631490.wav,2aba5dd8596b2dc0a86cc0fd514986ef09f279ee4cda6416ffa2dc51f2ed047e,s6
audio/1620376710398.wav,faf6ce1ea46bca3ee95197b53c7137840d63e6caddc447aa6f5d5b0c4f3d3c03,s2
audio/1613401647366.wav,9d3feff79d35684ee9a491256c08dc065be663f75e79ffae2f6d015b7fdedcd8,s14
audio/1615738399029.wav,dac73f9fc772117a4bd001382f681b6d89f03668bbe6ce3e25cd138b465cacf3,s6
audio/1614146777115.wav,f8500f6cdfe97e752563d3f3f53db1bfa4eb1cd882ea72db753be830333ba79d,s1
audio/1614687249072.wav,068ce32e3f80d8e879142b417ba9f9ab2985ef1f102167758eb0450d047e099a,s6
audio/1615227130403.wav,65e82fb525a08de54935534a2da2ff0c464eec8a0d4d8d5abc1e5fcf6ea37408,s8
audio/1613823182817.wav,bf4fccd616251b678c56b9cb7a46819b1266853c180637642f5bc7d6b01f5554,s1
audio/1615114386253.wav,37d2ebf8f95bac9ef8cc9289598304b9556630df262060c1da18fe38ebf6b9e0,s11
audio/1613061856761.wav,f4d0c9178a221556efe45a4ea3d2bb77b470626409af7fcda37b7af43fd4d8cd,s7
audio/1615229440922.wav,253387e8620ee1896c76809782406e139bce35860aaa0d61991965319ba0dc32,s4
audio/1620241177884.wav,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,s11
audio/1620239952238.wav,90faa565f21422b948417c0e69766d0df3331b1b347f8871ab9551f76f27854d,s12
audio/1613825717954.wav,ba0de1d5c362f10a5595f4a655245f8671bb932c04fb27aab831dc64f095e235,s11
